# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2596
# Selected columns: 7 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:49
Gene ID	Gene Name	adipose tissue	duodenum	hypothalamus	kidney	liver	lung	muscle tissue
ENSBTAG00000014447	RPS6KA1	20.0	6.0	8.0	20.0	3.0	66.0	64.0
ENSBTAG00000014448	ENSBTAG00000014448	15.0	5.0	13.0	5.0	10.0	11.0	7.0
ENSBTAG00000014449	ENSBTAG00000014449	90.0	7.0	18.0	18.0	6.0	26.0	2.0
ENSBTAG00000014450	NOSIP	27.0	17.0	10.0	36.0	14.0	72.0	20.0
ENSBTAG00000014451	YEATS2	19.0	3.0	27.0	6.0	3.0	23.0	7.0
ENSBTAG00000014453	PLK1	9.0	0.9	5.0	8.0	8.0	25.0	25.0
ENSBTAG00000014454	PRR12	8.0	3.0	5.0	11.0	4.0	46.0	3.0
ENSBTAG00000014455	PDZD2	6.0	3.0	3.0	2.0	0.7	41.0	0.2
ENSBTAG00000014456	ERN2		0.1		0.1	0.2	1.0	22.0
ENSBTAG00000014458	MROH1	23.0	1.0	13.0	23.0	11.0	52.0	11.0
ENSBTAG00000014459	MAP6D1	7.0	0.8	23.0	3.0	4.0	6.0	0.3
ENSBTAG00000014460	PARL	60.0	14.0	29.0	42.0	23.0	52.0	45.0
ENSBTAG00000014461	ANAPC13	49.0	13.0	44.0	43.0	43.0	28.0	30.0
ENSBTAG00000014463	CAMK2D	40.0	110.0	84.0	12.0	22.0	53.0	42.0
ENSBTAG00000014464	SEC14L3	0.3		0.3	0.7	12.0	678.0	0.1
ENSBTAG00000014465	SERPINE1	168.0	8.0	0.7	9.0	4.0	82.0	10.0
ENSBTAG00000014466	VTCN1		0.4				15.0	
ENSBTAG00000014467	ENSBTAG00000014467	2.0	0.2	5.0	5.0	0.3	4.0	2.0
ENSBTAG00000014468	AP1S1	33.0	3.0	28.0	46.0	40.0	32.0	28.0
ENSBTAG00000014469	NBEAL1	2.0	0.4	6.0	1.0	1.0	1.0	5.0
ENSBTAG00000014470	ALDH1L1	3.0	0.1	6.0	256.0	289.0	2.0	
ENSBTAG00000014471	AKAP2	59.0	12.0	34.0	18.0	22.0	297.0	7.0
ENSBTAG00000014472	LCMT2	3.0	1.0	2.0	3.0	2.0	4.0	3.0
ENSBTAG00000014474	API5	54.0	25.0	47.0	22.0	16.0	48.0	37.0
ENSBTAG00000014476	ADAL	11.0	5.0	7.0	8.0	12.0	12.0	10.0
ENSBTAG00000014478	ZSCAN29	12.0	1.0	8.0	6.0	7.0	15.0	9.0
ENSBTAG00000014479	TUBGCP4	20.0	4.0	19.0	10.0	6.0	21.0	5.0
ENSBTAG00000014482	FAF1	30.0	61.0	28.0	23.0	17.0	24.0	30.0
ENSBTAG00000014484	TMEM26	2.0	0.1	20.0	2.0	0.3	15.0	1.0
ENSBTAG00000014485	POF1B				0.7	0.1	2.0	25.0
ENSBTAG00000014486	ATP12A	2.0		0.4	0.5			
ENSBTAG00000014488	CDH7	0.1		8.0	0.2		0.2	0.1
ENSBTAG00000014490	DDX39B	233.0	43.0	193.0	173.0	111.0	404.0	80.0
ENSBTAG00000014491	ATP6V1G2	4.0	4.0	186.0	6.0	5.0	6.0	0.3
ENSBTAG00000014492	NFKBIL1	9.0	20.0	5.0	22.0	5.0	20.0	5.0
ENSBTAG00000014493	TRIP4	39.0	7.0	18.0	23.0	26.0	39.0	14.0
ENSBTAG00000014494	RNASET2	61.0	2.0	9.0	20.0	18.0	135.0	15.0
ENSBTAG00000014495	FGFR1OP	17.0	6.0	24.0	10.0	9.0	15.0	9.0
ENSBTAG00000014496	CCR6	5.0	0.2	0.2	0.3	0.2	4.0	2.0
ENSBTAG00000014497	GPR31				0.2		4.0	0.4
ENSBTAG00000014498	UNC93A	0.7	7.0		0.2	0.4	3.0	12.0
ENSBTAG00000014501	FERMT2	187.0	58.0	109.0	38.0	60.0	107.0	7.0
ENSBTAG00000014502	BRAT1	5.0	0.5	1.0	9.0	5.0	10.0	2.0
ENSBTAG00000014503	IQCE	11.0	3.0	8.0	15.0	3.0	33.0	5.0
ENSBTAG00000014505	NGRN	82.0	30.0	95.0	56.0	29.0	88.0	31.0
ENSBTAG00000014506	ZNF503	9.0	3.0	0.5	25.0	0.3	40.0	1.0
ENSBTAG00000014508	FBXO40	3.0	160.0	1.0	21.0	0.4	1.0	0.3
ENSBTAG00000014511	FLJ20584	5.0	1.0	3.0	6.0	2.0	6.0	2.0
ENSBTAG00000014512	WDR19	27.0	1.0	26.0	16.0	10.0	37.0	3.0
ENSBTAG00000014513	ENSBTAG00000014513			0.3				
ENSBTAG00000014514	SEC1	0.1		0.2	1.0	1.0	0.2	
ENSBTAG00000014515	ENSBTAG00000014515	66.0	7.0	36.0	24.0	35.0	42.0	16.0
ENSBTAG00000014517	KLB	24.0	0.2	0.1	0.2	8.0		0.1
ENSBTAG00000014518	RPL9	1375.0	288.0	552.0	839.0	1160.0	1040.0	2182.0
ENSBTAG00000014520	LIAS	23.0	8.0	36.0	11.0	16.0	6.0	4.0
ENSBTAG00000014521	UGDH	36.0	4.0	21.0	26.0	279.0	29.0	72.0
ENSBTAG00000014522	SMIM14	70.0	5.0	40.0	19.0	129.0	35.0	51.0
ENSBTAG00000014523	DIRAS2	2.0	0.1	29.0			0.9	0.1
ENSBTAG00000014525	SLC6A13			5.0				
ENSBTAG00000014526	MOB3A	35.0	4.0	5.0	20.0	10.0	44.0	14.0
ENSBTAG00000014529	GBP4	7.0	0.3	1.0	3.0	6.0	24.0	79.0
ENSBTAG00000014530	MGC139448	2.0	0.1	20.0	0.9		1.0	0.1
ENSBTAG00000014533	KEL	1.0				9.0	4.0	
ENSBTAG00000014534	EEF1A1	3149.0	194.0	991.0	1535.0	1292.0	3061.0	7944.0
ENSBTAG00000014536	SFXN1	43.0	0.6	35.0	27.0	19.0	8.0	9.0
ENSBTAG00000014537	PLEKHN1	0.4	0.2	0.4	0.4	0.2	5.0	1.0
ENSBTAG00000014538	HPCAL4	0.8	1.0	30.0	4.0	0.5	1.0	0.3
ENSBTAG00000014540	PERM1	0.3	69.0	0.1	0.1	0.1	1.0	0.5
ENSBTAG00000014541	PDGFA	24.0	19.0	29.0	32.0	0.8	82.0	20.0
ENSBTAG00000014543	PLXNA4	4.0	2.0	7.0	0.7	2.0	15.0	0.3
ENSBTAG00000014546	CLEC7A	14.0	0.2	5.0	1.0	2.0	7.0	4.0
ENSBTAG00000014547	PGAM2	4.0	2736.0	2.0	0.9	0.2	2.0	0.5
ENSBTAG00000014548	FAM129A	27.0	7.0	5.0	5.0	0.3	48.0	4.0
ENSBTAG00000014549	GNL3	46.0	18.0	19.0	25.0	44.0	35.0	22.0
ENSBTAG00000014550	GLT8D1	47.0	9.0	36.0	25.0	24.0	34.0	19.0
ENSBTAG00000014551	TNFAIP8	30.0	1.0	5.0	5.0	9.0	22.0	16.0
ENSBTAG00000014553	ATP6V0D1	108.0	35.0	139.0	208.0	39.0	209.0	115.0
ENSBTAG00000014554	SNAI1	5.0	0.3	0.2	1.0	1.0	4.0	0.1
ENSBTAG00000014555	CASS4	2.0	0.2	0.3	0.2		5.0	0.6
ENSBTAG00000014556	AGRP		0.3					
ENSBTAG00000014558	DDX21	36.0	14.0	19.0	16.0	11.0	38.0	27.0
ENSBTAG00000014560	HLX	4.0	1.0	0.2	2.0	1.0	10.0	1.0
ENSBTAG00000014561	KIF1BP	25.0	15.0	86.0	24.0	15.0	27.0	10.0
ENSBTAG00000014564	XXYLT1	3.0	3.0	3.0	9.0	4.0	9.0	7.0
ENSBTAG00000014567	MYLK	37.0	6.0	5.0	50.0	23.0	135.0	13.0
ENSBTAG00000014574	CFAP43	0.2		2.0	0.4	1.0	5.0	0.2
ENSBTAG00000014575	COL4A5	3.0	0.6	3.0	10.0	3.0	29.0	6.0
ENSBTAG00000014576	GUCY1A3	11.0	3.0	16.0	6.0	2.0	13.0	2.0
ENSBTAG00000014579	MRPL34	29.0	46.0	40.0	61.0	32.0	34.0	37.0
ENSBTAG00000014580	FCRLB					0.1	0.3	
ENSBTAG00000014581	MLIP	0.4	51.0	0.2	0.2	2.0	0.1	
ENSBTAG00000014583	CALM	79.0	555.0	428.0	202.0	30.0	144.0	259.0
ENSBTAG00000014584	SLC22A10				203.0	0.4	1.0	
ENSBTAG00000014585	PTGIR	0.7			0.9		6.0	
ENSBTAG00000014587	CAGE1	1.0	0.2	2.0	0.2	0.9	0.3	0.3
ENSBTAG00000014588	RSL1D1	29.0	5.0	24.0	40.0	26.0	42.0	31.0
ENSBTAG00000014589	CLDN18				0.4		264.0	2.0
ENSBTAG00000014592	AFG1L	5.0	1.0	5.0	4.0	3.0	2.0	3.0
ENSBTAG00000014593	ENSBTAG00000014593	4.0	2.0	9.0	3.0	2.0	3.0	3.0
ENSBTAG00000014595	LIG1	11.0	0.8	5.0	10.0	4.0	23.0	10.0
ENSBTAG00000014596	EFHD1	25.0	5.0	103.0	32.0	0.8	12.0	13.0
ENSBTAG00000014597	ZSWIM9	3.0	1.0	3.0	3.0	0.3	9.0	0.4
ENSBTAG00000014598	BPTF	16.0	5.0	21.0	8.0	4.0	19.0	9.0
ENSBTAG00000014599	LRRC66	3.0	0.4	0.6	0.8	0.4	2.0	14.0
ENSBTAG00000014600	ADCY8	0.6	0.1	12.0	0.3		0.3	
ENSBTAG00000014601	SGCB	50.0	87.0	107.0	15.0	32.0	21.0	6.0
ENSBTAG00000014602	CAMTA1	1.0	0.7	29.0	0.5	0.1	1.0	0.2
ENSBTAG00000014603	VAMP1	10.0	1.0	220.0	5.0	2.0	6.0	0.7
ENSBTAG00000014605	ETV6	11.0	3.0	3.0	8.0	4.0	35.0	22.0
ENSBTAG00000014607	EXOSC4	12.0	15.0	4.0	55.0	8.0	28.0	14.0
ENSBTAG00000014608	KDM1B	13.0	16.0	19.0	6.0	12.0	25.0	20.0
ENSBTAG00000014609	PPP1R12A	31.0	7.0	34.0	11.0	4.0	25.0	16.0
ENSBTAG00000014610	GPAA1	70.0	25.0	17.0	133.0	40.0	122.0	61.0
ENSBTAG00000014611	SORL1	14.0	0.5	28.0	6.0	28.0	9.0	11.0
ENSBTAG00000014612	DOCK2	20.0	0.7	3.0	1.0	1.0	45.0	7.0
ENSBTAG00000014614	ACTA2	149.0	58.0	22.0	157.0	43.0	603.0	83.0
ENSBTAG00000014615	SLC26A2	23.0	0.5	4.0	53.0	0.6	4.0	15.0
ENSBTAG00000014616	SEPSECS	12.0	3.0	8.0	10.0	21.0	3.0	12.0
ENSBTAG00000014619	WASF3	9.0	4.0	40.0	5.0	11.0	14.0	1.0
ENSBTAG00000014620	FOXI1				22.0		0.1	
ENSBTAG00000014623	MCM8	2.0	0.2	2.0	0.5	2.0	2.0	1.0
ENSBTAG00000014626	RARS	52.0	24.0	41.0	38.0	22.0	45.0	54.0
ENSBTAG00000014628	OAS2	4.0	0.1	0.7	0.1	2.0	17.0	0.2
ENSBTAG00000014632	VSX2			0.1				
ENSBTAG00000014633	ABCD4	14.0	1.0	11.0	24.0	30.0	29.0	30.0
ENSBTAG00000014636	ZFHX3	4.0	6.0	4.0	2.0	2.0	8.0	3.0
ENSBTAG00000014638	TRPC7			0.9				0.2
ENSBTAG00000014642	NAPRT	54.0	3.0	3.0	236.0	91.0	99.0	64.0
ENSBTAG00000014643	EEF1D	189.0	164.0	41.0	213.0	69.0	163.0	288.0
ENSBTAG00000014644	DUS2	7.0	7.0	11.0	7.0	5.0	9.0	4.0
ENSBTAG00000014645	CNTN2	0.1		48.0	0.2			0.2
ENSBTAG00000014646	MZT2	8.0	19.0	3.0	88.0	7.0	38.0	11.0
ENSBTAG00000014648	RPN2	169.0	35.0	80.0	158.0	97.0	238.0	251.0
ENSBTAG00000014649	CPT2	50.0	9.0	18.0	67.0	65.0	26.0	37.0
ENSBTAG00000014650	NFATC2IP	7.0	5.0	5.0	4.0	3.0	21.0	4.0
ENSBTAG00000014652	TRPM8	0.1		0.5	6.0	5.0		0.1
ENSBTAG00000014653	SPNS1	21.0	9.0	8.0	40.0	12.0	51.0	19.0
ENSBTAG00000014655	MYO1A	1.0	0.1	0.9	0.3	0.5	1.0	120.0
ENSBTAG00000014659	NEMP1	5.0	0.8	3.0	0.9	0.6	5.0	1.0
ENSBTAG00000014660	WDR53	17.0	5.0	9.0	8.0	9.0	13.0	6.0
ENSBTAG00000014661	CHSY3	2.0	0.5	2.0	2.0	0.1	2.0	0.3
ENSBTAG00000014662	ENSBTAG00000014662	0.4	0.1	1.0	0.2	0.1	0.3	0.7
ENSBTAG00000014665	ADAMTS2	67.0	5.0	2.0	1.0	1.0	22.0	2.0
ENSBTAG00000014666	GP9	0.2			0.2	0.1	0.2	
ENSBTAG00000014667	PAIP2B	32.0	67.0	26.0	6.0	2.0	10.0	5.0
ENSBTAG00000014668	NAGK	40.0	2.0	21.0	36.0	11.0	88.0	21.0
ENSBTAG00000014669	NDUFA12	145.0	219.0	116.0	244.0	53.0	79.0	155.0
ENSBTAG00000014670	BEX5	2.0	0.1	148.0	29.0		5.0	17.0
ENSBTAG00000014674	CHRM2			7.0			0.7	0.5
ENSBTAG00000014675	PTCD2	17.0	11.0	14.0	11.0	12.0	11.0	10.0
ENSBTAG00000014676	SHROOM1	1.0	0.2	5.0	6.0	25.0	7.0	2.0
ENSBTAG00000014677	TADA2A	16.0	7.0	27.0	21.0	12.0	17.0	13.0
ENSBTAG00000014678	PAEP	0.1						
ENSBTAG00000014679	DHX57	25.0	6.0	27.0	17.0	8.0	16.0	6.0
ENSBTAG00000014680	ZBTB49	5.0	0.9	3.0	4.0	2.0	12.0	2.0
ENSBTAG00000014682	AANAT		0.1		0.2			
ENSBTAG00000014683	APOBEC1							12.0
ENSBTAG00000014685	HPRT1	115.0	30.0	187.0	54.0	139.0	81.0	76.0
ENSBTAG00000014687	TP53I13	14.0	5.0	3.0	17.0	16.0	26.0	5.0
ENSBTAG00000014689	CSPP1	8.0	0.8	17.0	16.0	8.0	11.0	4.0
ENSBTAG00000014691	ARFGEF1	36.0	35.0	36.0	26.0	13.0	29.0	33.0
ENSBTAG00000014692	CREB3L4	3.0	0.4	2.0	3.0	6.0	3.0	16.0
ENSBTAG00000014693	TMEM88	15.0	7.0	5.0	17.0	6.0	30.0	2.0
ENSBTAG00000014694	JTB	55.0	17.0	33.0	74.0	54.0	60.0	28.0
ENSBTAG00000014695	NAA38	22.0	24.0	23.0	64.0	15.0	43.0	22.0
ENSBTAG00000014696	CYB5D1	6.0	3.0	6.0	6.0	3.0	11.0	2.0
ENSBTAG00000014697	SMARCC2	63.0	16.0	56.0	26.0	9.0	114.0	16.0
ENSBTAG00000014698	CARD11	37.0	0.9	2.0	19.0	1.0	42.0	4.0
ENSBTAG00000014699	FAM81A	0.5		5.0	8.0	0.7	6.0	3.0
ENSBTAG00000014700	DYNC1LI1	28.0	18.0	47.0	20.0	14.0	42.0	23.0
ENSBTAG00000014704	HELT				1.0	0.1		
ENSBTAG00000014705	HES4	2.0	0.6	0.5	3.0	0.6	29.0	0.9
ENSBTAG00000014707	ISG15	27.0	2.0	5.0	7.0	94.0	36.0	60.0
ENSBTAG00000014710	RAP1A	222.0	62.0	135.0	62.0	63.0	218.0	104.0
ENSBTAG00000014711	DBF4	5.0	0.2	1.0	2.0	3.0	3.0	4.0
ENSBTAG00000014712	CLPP	31.0	50.0	16.0	108.0	32.0	38.0	19.0
ENSBTAG00000014713	RARRES1	39.0	2.0	13.0	23.0	28.0	93.0	105.0
ENSBTAG00000014714	TUBGCP5	21.0	2.0	17.0	10.0	20.0	17.0	6.0
ENSBTAG00000014718	ENSBTAG00000014718	18.0	312.0	8.0	146.0	2.0	33.0	19.0
ENSBTAG00000014719	TMOD1	23.0	219.0	90.0	4.0	7.0	53.0	7.0
ENSBTAG00000014721	ENSBTAG00000014721	0.1	0.3	0.2	0.1		0.5	
ENSBTAG00000014722	TSTD2	18.0	5.0	13.0	6.0	4.0	19.0	7.0
ENSBTAG00000014724	EIF4A2	380.0	411.0	492.0	221.0	354.0	387.0	281.0
ENSBTAG00000014725	CD27	50.0	2.0	13.0	4.0	20.0	20.0	19.0
ENSBTAG00000014726	VAMP3	129.0	49.0	80.0	49.0	16.0	98.0	72.0
ENSBTAG00000014727	RFC4	13.0	4.0	4.0	5.0	6.0	10.0	14.0
ENSBTAG00000014728	TAPBPL	15.0	4.0	3.0	16.0	7.0	38.0	29.0
ENSBTAG00000014729	MRPL51	37.0	30.0	38.0	38.0	26.0	27.0	29.0
ENSBTAG00000014730	NCAPD2	12.0	2.0	4.0	5.0	6.0	20.0	7.0
ENSBTAG00000014731	GAPDH	1550.0	19712.0	1719.0	1682.0	1042.0	755.0	1281.0
ENSBTAG00000014733	NOP2	21.0	8.0	7.0	16.0	10.0	36.0	9.0
ENSBTAG00000014734	CHD4	68.0	32.0	55.0	55.0	12.0	100.0	34.0
ENSBTAG00000014735	HOXA13	0.7						
ENSBTAG00000014737	VEGFC	16.0	3.0	3.0	7.0	9.0	11.0	5.0
ENSBTAG00000014738	HOXA11	5.0			1.0			
ENSBTAG00000014741	OTX2			5.0	0.1			
ENSBTAG00000014742	LRWD1	10.0	3.0	3.0	16.0	8.0	37.0	3.0
ENSBTAG00000014744	TXNDC15	31.0	13.0	86.0	41.0	29.0	31.0	29.0
ENSBTAG00000014746	CATSPER3	0.5	0.2	0.5	0.2	0.2	0.7	0.1
ENSBTAG00000014749	ZIC4	0.2	2.0	0.9				
ENSBTAG00000014750	EPB41L4A	17.0	1.0	5.0	40.0	2.0	26.0	1.0
ENSBTAG00000014751	ZIC1	0.4	12.0	9.0				
ENSBTAG00000014752	AKAP11	27.0	4.0	69.0	14.0	5.0	7.0	12.0
ENSBTAG00000014758	WIF1	1.0		2.0	2.0	1.0	0.9	
ENSBTAG00000014759	WBP11	68.0	90.0	50.0	46.0	42.0	86.0	42.0
ENSBTAG00000014761	PGA5	2.0	0.1		0.7	0.7	4.0	138.0
ENSBTAG00000014762	ISG20	2.0	0.1		0.8	1.0	13.0	8.0
ENSBTAG00000014764	CD9	344.0	18.0	288.0	175.0	12.0	584.0	157.0
ENSBTAG00000014765	ENSBTAG00000014765					2.0		
ENSBTAG00000014766	SRSF1	149.0	24.0	141.0	113.0	111.0	165.0	93.0
ENSBTAG00000014768	ZNF786	7.0	11.0	5.0	9.0	6.0	11.0	6.0
ENSBTAG00000014769	GMEB2	11.0	5.0	4.0	13.0	6.0	32.0	4.0
ENSBTAG00000014770	GPR119							1.0
ENSBTAG00000014771	RBMX2	47.0	2.0	31.0	23.0	57.0	76.0	8.0
ENSBTAG00000014772	NUDCD2	44.0	14.0	36.0	36.0	63.0	28.0	37.0
ENSBTAG00000014773	HMMR	6.0	3.0	12.0	1.0	3.0	5.0	7.0
ENSBTAG00000014774	ANKRD24	2.0	0.3	5.0	0.4	2.0	3.0	0.3
ENSBTAG00000014775	GUK1	92.0	10.0	34.0	129.0	53.0	113.0	78.0
ENSBTAG00000014777	FBXO6	22.0	4.0	12.0	22.0	8.0	29.0	18.0
ENSBTAG00000014779	NISCH	32.0	10.0	29.0	34.0	11.0	72.0	13.0
ENSBTAG00000014781	ENSBTAG00000014781		0.1		0.6			
ENSBTAG00000014782	STAB1	39.0	3.0	0.9	8.0	9.0	33.0	2.0
ENSBTAG00000014784	NT5DC2	29.0	4.0	14.0	43.0	3.0	138.0	8.0
ENSBTAG00000014786	PBRM1	18.0	6.0	17.0	4.0	2.0	10.0	8.0
ENSBTAG00000014788	AKAP12	40.0	11.0	64.0	14.0	0.5	96.0	5.0
ENSBTAG00000014790	ZBTB2	4.0	2.0	1.0	3.0	0.8	12.0	2.0
ENSBTAG00000014791	CTH	3.0	0.4	4.0	34.0	41.0	6.0	3.0
ENSBTAG00000014792	MAP4K5	23.0	8.0	37.0	7.0	6.0	24.0	6.0
ENSBTAG00000014793	C1orf112	3.0	0.7	2.0	1.0	1.0	4.0	2.0
ENSBTAG00000014794	SCYL3	23.0	8.0	16.0	14.0	18.0	38.0	13.0
ENSBTAG00000014795	ENSBTAG00000014795	0.7		0.1	0.3	0.5	0.6	1.0
ENSBTAG00000014797	SEC22A	9.0	3.0	7.0	6.0	7.0	7.0	7.0
ENSBTAG00000014798	CXCR3	4.0	0.2		0.5	0.6	3.0	1.0
ENSBTAG00000014799	ARMC7	11.0	2.0	6.0	28.0	4.0	36.0	10.0
ENSBTAG00000014803	CPZ	18.0	0.8	2.0	3.0	0.1	1.0	8.0
ENSBTAG00000014804	HNRNPDL	167.0	63.0	182.0	73.0	90.0	147.0	30.0
ENSBTAG00000014805	ENOPH1	41.0	5.0	82.0	32.0	42.0	41.0	34.0
ENSBTAG00000014806	ATP2A3	27.0	2.0	3.0	11.0	3.0	120.0	92.0
ENSBTAG00000014807	DPP8	36.0	30.0	52.0	13.0	23.0	12.0	21.0
ENSBTAG00000014809	ANXA6	165.0	98.0	120.0	59.0	148.0	124.0	35.0
ENSBTAG00000014810	TMEM270							0.1
ENSBTAG00000014813	TCF23	6.0		0.1	0.1		0.5	0.1
ENSBTAG00000014814	BICRAL	12.0	5.0	16.0	5.0	2.0	17.0	6.0
ENSBTAG00000014818	MYLK3	3.0	4.0	2.0	2.0	0.6	5.0	0.4
ENSBTAG00000014819	CRYBA2							0.8
ENSBTAG00000014820	OXA1L	97.0	50.0	69.0	81.0	40.0	79.0	74.0
ENSBTAG00000014821	SLC7A7	42.0	2.0	8.0	298.0	9.0	174.0	42.0
ENSBTAG00000014822	MRPL52	53.0	21.0	23.0	94.0	45.0	67.0	43.0
ENSBTAG00000014823	TXNDC11	24.0	5.0	13.0	33.0	42.0	43.0	20.0
ENSBTAG00000014824	MMP14	157.0	4.0	5.0	32.0	2.0	184.0	21.0
ENSBTAG00000014825	NLK	9.0	3.0	23.0	14.0	20.0	12.0	7.0
ENSBTAG00000014826	ZC3H7A	59.0	21.0	36.0	19.0	22.0	57.0	22.0
ENSBTAG00000014827	UBQLN1	86.0	49.0	145.0	68.0	39.0	123.0	65.0
ENSBTAG00000014828	CACNA1A	5.0	0.3	11.0	0.6	0.3	2.0	0.7
ENSBTAG00000014829	MYRFL			0.9	0.3	0.3		21.0
ENSBTAG00000014830	PPP1R32			2.0			21.0	
ENSBTAG00000014831	PPP1R3C	32.0	48.0	41.0	3.0	99.0	21.0	1.0
ENSBTAG00000014832	TMEFF2	2.0	1.0	76.0	1.0		0.1	0.3
ENSBTAG00000014833	NEU4			2.0				
ENSBTAG00000014834	ZP3	1.0		0.1	0.1	0.1	0.2	1.0
ENSBTAG00000014835	SPARC	8718.0	312.0	1867.0	397.0	141.0	1260.0	170.0
ENSBTAG00000014836	ENSBTAG00000014836	0.1		0.1	0.1	0.1		
ENSBTAG00000014838	VPS26B	29.0	17.0	19.0	43.0	14.0	67.0	26.0
ENSBTAG00000014840	MTX1	28.0	7.0	12.0	58.0	15.0	30.0	20.0
ENSBTAG00000014841	GBA	29.0	3.0	23.0	25.0	13.0	51.0	15.0
ENSBTAG00000014843	COPB2	100.0	33.0	69.0	49.0	18.0	93.0	73.0
ENSBTAG00000014847	BBOX1	1.0	0.4	38.0	129.0	335.0	1.0	8.0
ENSBTAG00000014848	NR0B2					13.0	0.2	3.0
ENSBTAG00000014849	GPATCH3	6.0	3.0	2.0	7.0	3.0	15.0	4.0
ENSBTAG00000014850	GPN2	5.0	2.0	5.0	9.0	4.0	14.0	3.0
ENSBTAG00000014855	MICAL2	3.0	11.0	10.0	2.0	1.0	22.0	8.0
ENSBTAG00000014857	ENSBTAG00000014857	13.0	1.0	1.0	1.0	2.0	20.0	7.0
ENSBTAG00000014858	PRPSAP2	30.0	3.0	27.0	34.0	25.0	30.0	11.0
ENSBTAG00000014859	CAPS2	1.0	0.3	6.0		0.2	1.0	0.3
ENSBTAG00000014861	SLC20A2	13.0	14.0	32.0	15.0	9.0	6.0	1.0
ENSBTAG00000014862	ENSBTAG00000014862	0.2	0.2	0.7	0.1	0.1	0.7	0.3
ENSBTAG00000014863	GYPC	208.0	142.0	7.0	33.0	13.0	191.0	24.0
ENSBTAG00000014869	ENSBTAG00000014869			0.2			0.3	0.3
ENSBTAG00000014871	CCT8L2	0.1			0.1		0.1	
ENSBTAG00000014872	CAPNS1	658.0	158.0	230.0	369.0	74.0	758.0	210.0
ENSBTAG00000014873	COA5	39.0	11.0	47.0	50.0	39.0	30.0	21.0
ENSBTAG00000014874	FYTTD1	46.0	67.0	51.0	19.0	14.0	25.0	29.0
ENSBTAG00000014877	UNC50	45.0	4.0	43.0	36.0	34.0	60.0	15.0
ENSBTAG00000014878	COX7A1	40.0	498.0	40.0	181.0	11.0	41.0	8.0
ENSBTAG00000014879	FAM185A	7.0	5.0	14.0	3.0	3.0	4.0	7.0
ENSBTAG00000014880	ENSBTAG00000014880	10.0	5.0	2.0	7.0	0.5	41.0	15.0
ENSBTAG00000014881	PHF23	23.0	12.0	17.0	28.0	13.0	31.0	17.0
ENSBTAG00000014882	ENSBTAG00000014882	0.1			0.1			
ENSBTAG00000014883	GABARAP	512.0	227.0	380.0	726.0	611.0	474.0	447.0
ENSBTAG00000014884	HIPK3	39.0	85.0	22.0	18.0	7.0	13.0	16.0
ENSBTAG00000014885	MYOM3	0.8	109.0	1.0	0.2	0.2	2.0	0.4
ENSBTAG00000014886	MEX3C	26.0	5.0	18.0	12.0	3.0	31.0	13.0
ENSBTAG00000014889	DCBLD2	27.0	3.0	12.0	15.0	4.0	15.0	2.0
ENSBTAG00000014890	CYP19A1	0.1	0.1	0.3		2.0	0.2	
ENSBTAG00000014891	SRSF7	140.0	21.0	95.0	153.0	126.0	272.0	87.0
ENSBTAG00000014897	UNC5A	0.6	0.9	3.0	0.2	3.0	0.9	0.1
ENSBTAG00000014898	HK3	19.0	0.2	0.4	0.9	3.0	56.0	2.0
ENSBTAG00000014899	TTC36	0.6	0.1		276.0	271.0	5.0	1.0
ENSBTAG00000014900	CNOT3	22.0	6.0	11.0	33.0	15.0	72.0	9.0
ENSBTAG00000014903	ABCA3	8.0	2.0	13.0	46.0	12.0	118.0	14.0
ENSBTAG00000014904	SIRT5	35.0	36.0	85.0	33.0	29.0	39.0	15.0
ENSBTAG00000014906	VCAN	47.0	2.0	20.0	2.0	0.2	6.0	3.0
ENSBTAG00000014907	IL11RA	25.0	18.0	20.0	23.0	6.0	22.0	5.0
ENSBTAG00000014908	CCL27	0.2		3.0	1.0	0.7	0.7	
ENSBTAG00000014910	PIWIL4	0.1		0.1	0.1			
ENSBTAG00000014911	LEP	167.0	0.8				0.2	
ENSBTAG00000014912	FMOD	179.0	14.0	17.0	8.0	5.0	88.0	3.0
ENSBTAG00000014913	SRD5A3	15.0	1.0	4.0	9.0	11.0	18.0	7.0
ENSBTAG00000014915	ETV5	7.0	2.0	18.0	32.0	1.0	40.0	2.0
ENSBTAG00000014916	GJC2	1.0		24.0	0.4	0.1	0.7	0.1
ENSBTAG00000014917	GTPBP4	47.0	17.0	28.0	34.0	31.0	59.0	21.0
ENSBTAG00000014918	IBA57	8.0	8.0	2.0	22.0	9.0	14.0	7.0
ENSBTAG00000014920	SEMA3E	0.2		7.0	0.7	0.1	2.0	0.1
ENSBTAG00000014921	IL6	6.0	0.1	0.2	0.2		9.0	0.1
ENSBTAG00000014922	SHB	7.0	2.0	4.0	23.0	14.0	13.0	6.0
ENSBTAG00000014923	BBS2	25.0	6.0	31.0	44.0	8.0	23.0	10.0
ENSBTAG00000014925	NPAS4	0.1		0.3				
ENSBTAG00000014926	SNAPC2	6.0	2.0	7.0	13.0	4.0	13.0	4.0
ENSBTAG00000014927	OXSR1	28.0	19.0	20.0	17.0	4.0	23.0	15.0
