# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000011770	ENSACAG00000011770	48.0	12.0	5.0	21.0
ENSACAG00000011771	ENSACAG00000011771	3.0	0.5	0.1	0.2
ENSACAG00000011772	ENSACAG00000011772	63.0	87.0	145.0	97.0
ENSACAG00000011773	ENSACAG00000011773	111.0	201.0	519.0	92.0
ENSACAG00000011774	ENSACAG00000011774	5.0	3.0	77.0	0.8
ENSACAG00000011775	MACC1	0.1	0.3	0.2	
ENSACAG00000011776	IMMT	26.0	75.0	19.0	26.0
ENSACAG00000011777	ENSACAG00000011777	4.0	9.0	4.0	3.0
ENSACAG00000011778	ENSACAG00000011778	5.0	1.0	0.3	0.5
ENSACAG00000011780	ENSACAG00000011780	0.4	0.2	2.0	
ENSACAG00000011782	RHOH		0.5	1.0	
ENSACAG00000011783	ENSACAG00000011783	15.0	5.0	5.0	4.0
ENSACAG00000011784	ENSACAG00000011784	22.0	9.0	7.0	6.0
ENSACAG00000011785	ENSACAG00000011785	2.0			0.1
ENSACAG00000011786	ENSACAG00000011786	17.0	34.0	90.0	15.0
ENSACAG00000011787	ENSACAG00000011787	0.7	1.0	0.6	0.7
ENSACAG00000011788	ENSACAG00000011788	14.0	10.0	24.0	9.0
ENSACAG00000011790	ENSACAG00000011790	0.1		0.9	
ENSACAG00000011791	ENSACAG00000011791	32.0	16.0	10.0	17.0
ENSACAG00000011792	ENSACAG00000011792	38.0	3.0	3.0	3.0
ENSACAG00000011793	WISP3	0.7		0.1	0.3
ENSACAG00000011794	ENSACAG00000011794	36.0	18.0	16.0	10.0
ENSACAG00000011795	MAPK10	11.0		0.1	
ENSACAG00000011796	YWHAB	439.0	60.0	56.0	13.0
ENSACAG00000011797	IMPG2	0.3			
ENSACAG00000011798	PHKA2	32.0	17.0	9.0	16.0
ENSACAG00000011799	ENSACAG00000011799	10.0	11.0	7.0	6.0
ENSACAG00000011801	ENSACAG00000011801	40.0	2.0	0.6	1.0
ENSACAG00000011803	ENSACAG00000011803	0.4	2.0	6.0	0.4
ENSACAG00000011804	TMEM196	19.0			
ENSACAG00000011805	ENSACAG00000011805	2.0	0.7	0.7	1.0
ENSACAG00000011806	EML6	4.0		0.1	0.1
ENSACAG00000011807	ENSACAG00000011807	58.0	200.0	127.0	222.0
ENSACAG00000011808	ENSACAG00000011808	34.0	12.0	7.0	9.0
ENSACAG00000011809	ATP10A	3.0	1.0	2.0	0.6
ENSACAG00000011810	SLC5A8			18.0	
ENSACAG00000011812	HDAC3	17.0	8.0	7.0	6.0
ENSACAG00000011813	ENSACAG00000011813	17.0	6.0	4.0	4.0
ENSACAG00000011814	ITIH6	7.0	1.0	3.0	0.3
ENSACAG00000011815	TUBE1	7.0	2.0	3.0	0.6
ENSACAG00000011816	ENSACAG00000011816	25.0	22.0	13.0	4.0
ENSACAG00000011817	TWISTNB	7.0	7.0	5.0	11.0
ENSACAG00000011819	ENSACAG00000011819	49.0	0.6	3.0	0.7
ENSACAG00000011820	ENSACAG00000011820	39.0	22.0	12.0	16.0
ENSACAG00000011822	ENSACAG00000011822	4.0		0.2	0.4
ENSACAG00000011823	ENSACAG00000011823	0.6			
ENSACAG00000011824	ENSACAG00000011824	0.1			
ENSACAG00000011825	twist1	3.0	2.0	2.0	0.4
ENSACAG00000011826	GALNT6	0.7	0.1	0.5	0.1
ENSACAG00000011827	RGMB	24.0	2.0	2.0	8.0
ENSACAG00000011829	TMX3	10.0	5.0	4.0	3.0
ENSACAG00000011830	ENSACAG00000011830	0.7			
ENSACAG00000011831	ENSACAG00000011831	26.0	11.0	8.0	3.0
ENSACAG00000011832	ENSACAG00000011832	14.0	24.0	87.0	23.0
ENSACAG00000011833	RBM47	0.2		9.0	
ENSACAG00000011834	GTPBP6	7.0	3.0	3.0	3.0
ENSACAG00000011835	NUDT6	6.0	9.0	6.0	6.0
ENSACAG00000011836	ENSACAG00000011836				0.7
ENSACAG00000011837	ENSACAG00000011837	1.0	1.0	1.0	0.6
ENSACAG00000011840	CDCA4	12.0	4.0	5.0	4.0
ENSACAG00000011841	PABPC1L	1.0	0.5	0.7	0.6
ENSACAG00000011842	ENSACAG00000011842	0.4	0.2		
ENSACAG00000011843	SENP7	12.0	8.0	6.0	3.0
ENSACAG00000011844	ENSACAG00000011844	30.0	27.0	26.0	25.0
ENSACAG00000011845	pp	0.2	0.9		
ENSACAG00000011846	ENSACAG00000011846	0.2			
ENSACAG00000011847	ENSACAG00000011847	0.2	0.5	0.2	0.2
ENSACAG00000011848	ENSACAG00000011848	18.0	3.0	0.6	3.0
ENSACAG00000011849	ENSACAG00000011849	89.0	32.0	20.0	24.0
ENSACAG00000011850	ENSACAG00000011850	6.0	1.0	0.4	2.0
ENSACAG00000011851	CALD1	16.0	33.0	17.0	5.0
ENSACAG00000011852	ENSACAG00000011852	10.0	2.0	4.0	2.0
ENSACAG00000011853	ENSACAG00000011853	66.0	0.4		0.1
ENSACAG00000011854	GPR132	14.0	1.0	2.0	0.9
ENSACAG00000011855	CCDC174	4.0	5.0	3.0	2.0
ENSACAG00000011856	ENSACAG00000011856	5.0	3.0	3.0	2.0
ENSACAG00000011857	ENSACAG00000011857	24.0	10.0	7.0	6.0
ENSACAG00000011858	RIOK2	12.0	13.0	9.0	9.0
ENSACAG00000011859	ENSACAG00000011859	2.0	0.1	0.7	0.1
ENSACAG00000011860	ENSACAG00000011860	0.2	0.1	0.1	
ENSACAG00000011861	ENSACAG00000011861	91.0	25.0	36.0	17.0
ENSACAG00000011862	ENSACAG00000011862	0.6			0.1
ENSACAG00000011864	ENSACAG00000011864	60.0	9.0	6.0	3.0
ENSACAG00000011865	NSUN7	4.0	0.9	1.0	0.1
ENSACAG00000011866	UGT8	53.0		2.0	0.8
ENSACAG00000011867	PDGFD	6.0	1.0	2.0	3.0
ENSACAG00000011869	ENSACAG00000011869	164.0	272.0	236.0	189.0
ENSACAG00000011870	ENSACAG00000011870	3.0	5.0	1.0	0.6
ENSACAG00000011871	DUSP6	13.0	3.0	14.0	22.0
ENSACAG00000011872	ENSACAG00000011872	15.0	12.0	16.0	5.0
ENSACAG00000011874	PLCXD1	2.0	0.3	0.2	0.5
ENSACAG00000011875	ENSACAG00000011875	8.0	10.0	3.0	2.0
ENSACAG00000011876	ENSACAG00000011876	232.0	174.0	96.0	240.0
ENSACAG00000011877	ENSACAG00000011877	21.0	30.0	23.0	16.0
ENSACAG00000011878	ENSACAG00000011878	0.1			35.0
ENSACAG00000011880	RPP14	5.0	5.0	6.0	6.0
ENSACAG00000011882	ST3GAL1	5.0	4.0	2.0	3.0
ENSACAG00000011883	ENSACAG00000011883	0.8	0.4		
ENSACAG00000011884	CACNA2D3	22.0		0.2	0.2
ENSACAG00000011887	ENSACAG00000011887	8.0	12.0	5.0	8.0
ENSACAG00000011888	ENSACAG00000011888	33.0	53.0	22.0	46.0
ENSACAG00000011889	ENSACAG00000011889	0.1	2.0	4.0	0.6
ENSACAG00000011890	FGF2	3.0	0.5	2.0	
ENSACAG00000011892	ENSACAG00000011892	116.0	8.0	7.0	2.0
ENSACAG00000011894	ENSACAG00000011894	4.0	2.0	2.0	1.0
ENSACAG00000011895	THAP7	18.0	6.0	8.0	3.0
ENSACAG00000011896	ENSACAG00000011896	23.0	17.0	22.0	15.0
ENSACAG00000011898	ENSACAG00000011898	142.0	54.0	56.0	42.0
ENSACAG00000011900	ENSACAG00000011900	4.0	7.0	17.0	3.0
ENSACAG00000011901	ENSACAG00000011901	12.0		0.8	0.1
ENSACAG00000011902	ENSACAG00000011902	154.0	75.0	96.0	142.0
ENSACAG00000011903	TRMT10C	9.0	6.0	6.0	4.0
ENSACAG00000011904	PHF8	30.0	14.0	10.0	10.0
ENSACAG00000011905	POC1B	2.0	0.9	2.0	0.3
ENSACAG00000011906	ENSACAG00000011906	0.8	0.2	0.3	
ENSACAG00000011907	PCNP	223.0	69.0	67.0	46.0
ENSACAG00000011908	ENSACAG00000011908	37.0	28.0	17.0	26.0
ENSACAG00000011909	RGN	5.0	4.0	584.0	2.0
ENSACAG00000011910	ENSACAG00000011910	0.2			0.1
ENSACAG00000011912	ENSACAG00000011912	15.0	5.0	4.0	2.0
ENSACAG00000011913	ENSACAG00000011913	4.0	3.0	6.0	1.0
ENSACAG00000011914	ENSACAG00000011914	8.0	19.0	2.0	1.0
ENSACAG00000011915	ENSACAG00000011915	3.0			
ENSACAG00000011916	ABHD14B	12.0	36.0	142.0	15.0
ENSACAG00000011917	LIX1	0.9	0.1	3.0	
ENSACAG00000011918	ENSACAG00000011918	0.3			
ENSACAG00000011919	TRIM7	0.2	22.0	0.1	35.0
ENSACAG00000011920	CAV3	24.0	1.0	1.0	34.0
ENSACAG00000011921	ENSACAG00000011921		0.3	16.0	
ENSACAG00000011922	ENSACAG00000011922	40.0	37.0	5.0	11.0
ENSACAG00000011923	ENSACAG00000011923	1.0	0.4	0.7	0.1
ENSACAG00000011924	ARHGAP4	36.0	1.0	0.7	0.4
ENSACAG00000011925	BBS12	4.0	1.0	0.6	0.3
ENSACAG00000011926	ENSACAG00000011926	5.0	2.0	169.0	0.3
ENSACAG00000011927	ENSACAG00000011927	2.0	0.6		0.4
ENSACAG00000011928	ENSACAG00000011928	0.3		0.1	
ENSACAG00000011929	ANXA1	11.0	24.0	24.0	6.0
ENSACAG00000011930	ENSACAG00000011930	0.3			
ENSACAG00000011931	ENSACAG00000011931	4.0	1229.0		83.0
ENSACAG00000011932	ABHD14A	51.0	31.0	16.0	12.0
ENSACAG00000011934	ZBTB11	7.0	4.0	2.0	2.0
ENSACAG00000011935	ENSACAG00000011935	38.0	2.0	2.0	7.0
ENSACAG00000011936	ENSACAG00000011936	11.0	20.0	27.0	26.0
ENSACAG00000011938	PTCD3	12.0	20.0	15.0	10.0
ENSACAG00000011939	ENSACAG00000011939	6.0	2.0	2.0	0.2
ENSACAG00000011940	ENSACAG00000011940	5.0	5.0	5.0	3.0
ENSACAG00000011941	ENSACAG00000011941	2.0	0.8	3.0	0.5
ENSACAG00000011942	C3orf20	0.1		0.1	0.1
ENSACAG00000011943	INTU	8.0	1.0	3.0	0.5
ENSACAG00000011944	ENSACAG00000011944	24.0	5.0	4.0	3.0
ENSACAG00000011945	ENSACAG00000011945	60.0	4.0	168.0	12.0
ENSACAG00000011946	ENSACAG00000011946	18.0	5.0	1.0	1.0
ENSACAG00000011947	ENSACAG00000011947	63.0	16.0	6.0	6.0
ENSACAG00000011948	ADGRG2	2.0	2.0	7.0	0.7
ENSACAG00000011949	ZFAT	2.0	1.0	2.0	2.0
ENSACAG00000011950	ENSACAG00000011950	0.1		0.2	
ENSACAG00000011951	ENSACAG00000011951	0.6	0.1		
ENSACAG00000011953	ENSACAG00000011953	0.3	0.6	34.0	0.1
ENSACAG00000011954	ENSACAG00000011954	0.2			
ENSACAG00000011955	ENSACAG00000011955	5.0		0.9	0.1
ENSACAG00000011956	ENSACAG00000011956	0.7		0.2	0.1
ENSACAG00000011958	DHRS12	12.0	8.0	10.0	5.0
ENSACAG00000011959	ENSACAG00000011959	91.0	9.0	4.0	14.0
ENSACAG00000011961	ENSACAG00000011961	4.0	9.0	0.9	0.4
ENSACAG00000011962	ENSACAG00000011962	2.0	3.0	1.0	0.8
ENSACAG00000011963	UCHL1	634.0	5.0	9.0	2.0
ENSACAG00000011965	ENSACAG00000011965	25.0	9.0	5.0	5.0
ENSACAG00000011966	ENSACAG00000011966	0.2	1.0	0.7	1.0
ENSACAG00000011967	ENSACAG00000011967	2.0	1.0	3.0	0.8
ENSACAG00000011968	ENSACAG00000011968	15.0	36.0	21.0	32.0
ENSACAG00000011969	ENSACAG00000011969	1.0	0.4	1.0	
ENSACAG00000011970	ADAD1	1.0	0.2	0.5	
ENSACAG00000011971	DIAPH1	4.0	2.0	3.0	2.0
ENSACAG00000011972	SPTBN1	213.0	59.0	25.0	9.0
ENSACAG00000011973	ENSACAG00000011973	29.0	15.0	12.0	12.0
ENSACAG00000011974	BPGM	18.0	3.0	2.0	21.0
ENSACAG00000011977	ENSACAG00000011977	78.0	47.0	42.0	17.0
ENSACAG00000011979	ATP2B1	35.0	2.0	4.0	7.0
ENSACAG00000011981	ENSACAG00000011981	51.0	33.0	18.0	19.0
ENSACAG00000011982	EPS8L3	0.3	0.1	6.0	
ENSACAG00000011984	ENSACAG00000011984	17.0	18.0	10.0	9.0
ENSACAG00000011985	ENSACAG00000011985	3.0	4.0	6.0	0.9
ENSACAG00000011986	ENSACAG00000011986	34.0	123.0	64.0	49.0
ENSACAG00000011987	ENSACAG00000011987	44.0	23.0	19.0	13.0
ENSACAG00000011989	KIAA1109	19.0	3.0	3.0	2.0
ENSACAG00000011990	ENSACAG00000011990	2.0	4.0	4.0	0.6
ENSACAG00000011991	ENSACAG00000011991	0.5	0.7	0.3	0.2
ENSACAG00000011992	ENSACAG00000011992	20.0	7.0	5.0	4.0
ENSACAG00000011994	ENSACAG00000011994	42.0	0.9	3.0	2.0
ENSACAG00000011996	JADE3	3.0	2.0	1.0	0.7
ENSACAG00000011997	ENSACAG00000011997	34.0	12.0	32.0	4.0
ENSACAG00000011998	ENSACAG00000011998	4.0	2.0	5.0	0.7
ENSACAG00000011999	WDFY2	20.0	5.0	4.0	3.0
ENSACAG00000012000	LNPEP	5.0	2.0	1.0	3.0
ENSACAG00000012001	ENSACAG00000012001	32.0	14.0	16.0	56.0
ENSACAG00000012003	ENSACAG00000012003	19.0	18.0	4.0	5.0
ENSACAG00000012005	ENSACAG00000012005	7.0	4.0	2.0	2.0
ENSACAG00000012006	ENSACAG00000012006	3.0	4.0	1.0	1.0
ENSACAG00000012007	ENSACAG00000012007	8.0	8.0	5.0	2.0
ENSACAG00000012008	ENSACAG00000012008	186.0	485.0	950.0	308.0
ENSACAG00000012009	ENSACAG00000012009	15.0	34.0	77.0	113.0
ENSACAG00000012010	PRKAR2A	38.0	39.0	11.0	12.0
ENSACAG00000012011	ENSACAG00000012011	0.9		5.0	
ENSACAG00000012012	ENSACAG00000012012	155.0	3.0	0.8	5.0
ENSACAG00000012014	ENSACAG00000012014	0.6		2.0	
ENSACAG00000012015	ENSACAG00000012015	34.0	2.0	2.0	1.0
ENSACAG00000012017	ANO4	17.0		0.1	0.1
ENSACAG00000012018	ENSACAG00000012018	2.0	0.2	0.2	0.7
ENSACAG00000012020	ENSACAG00000012020	222.0	603.0	295.0	196.0
ENSACAG00000012021	ENSACAG00000012021	0.6	0.4	5.0	0.1
ENSACAG00000012022	ENSACAG00000012022	34.0	3.0	3.0	2.0
ENSACAG00000012023	ENSACAG00000012023	15.0	3.0	4.0	3.0
ENSACAG00000012024	ENSACAG00000012024	30.0	0.8	2.0	0.5
ENSACAG00000012025	ENSACAG00000012025	7.0	4.0	2.0	2.0
ENSACAG00000012026	ENSACAG00000012026	4.0	2.0	1.0	2.0
ENSACAG00000012027	AHCYL1	98.0	15.0	42.0	2.0
ENSACAG00000012028	ENSACAG00000012028	4.0	3.0	4.0	1.0
ENSACAG00000012029	RPL24	207.0	459.0	880.0	161.0
ENSACAG00000012030	ENSACAG00000012030	5.0	0.4	0.2	0.1
ENSACAG00000012031	CEP97	4.0	8.0	16.0	1.0
ENSACAG00000012032	ENSACAG00000012032	17.0	0.3	0.4	
ENSACAG00000012033	ENSACAG00000012033	93.0	77.0	64.0	67.0
ENSACAG00000012034	ENSACAG00000012034	65.0	15.0	16.0	7.0
ENSACAG00000012035	ENSACAG00000012035	42.0	55.0	21.0	108.0
ENSACAG00000012036	UBE3A	41.0	34.0	19.0	40.0
ENSACAG00000012037	TOMM34	21.0	9.0	6.0	11.0
ENSACAG00000012038	CELA1	0.4	0.1	0.5	0.3
ENSACAG00000012039	ENSACAG00000012039	21.0	10.0	12.0	6.0
ENSACAG00000012042	KHDRBS3	36.0	65.0	15.0	7.0
ENSACAG00000012043	ENSACAG00000012043	7.0	0.9	1.0	0.9
ENSACAG00000012044	ENSACAG00000012044	12.0	5.0	11.0	3.0
ENSACAG00000012048	ENSACAG00000012048	140.0	1.0	1.0	0.7
ENSACAG00000012049	ENSACAG00000012049	19.0	7.0	7.0	5.0
ENSACAG00000012050	JOSD2	75.0	30.0	15.0	30.0
ENSACAG00000012052	ENSACAG00000012052	193.0	18.0	3.0	17.0
ENSACAG00000012053	ENSACAG00000012053	0.4	0.1		
ENSACAG00000012057	KATNAL2	0.9	0.1	0.7	
ENSACAG00000012059	ENSACAG00000012059	7.0	0.8	2.0	0.6
ENSACAG00000012061	ASPDH	1.0	0.2	25.0	0.1
ENSACAG00000012062	ENSACAG00000012062	27.0	13.0	15.0	8.0
ENSACAG00000012063	ENSACAG00000012063	9.0	0.6	1.0	0.6
ENSACAG00000012064	ENSACAG00000012064	15.0	2.0	1.0	1.0
ENSACAG00000012065	ENSACAG00000012065	61.0	43.0	62.0	59.0
ENSACAG00000012066	ENSACAG00000012066	10.0	5.0	0.8	9.0
ENSACAG00000012067	LIMCH1	53.0	8.0	2.0	44.0
ENSACAG00000012069	MRPL1	5.0	10.0	3.0	3.0
ENSACAG00000012070	ENSACAG00000012070	15.0			
ENSACAG00000012071	DXO	49.0	39.0	24.0	26.0
ENSACAG00000012072	PTPN13	3.0	0.7	4.0	0.5
ENSACAG00000012076	NUB1	13.0	10.0	12.0	7.0
ENSACAG00000012077	ENSACAG00000012077	3.0	0.1	0.1	
ENSACAG00000012078	ENSACAG00000012078	0.3	0.7	1.0	0.5
ENSACAG00000012079	ENSACAG00000012079	7.0	0.6	2.0	1.0
ENSACAG00000012080	NXPE3	20.0	1.0	0.3	2.0
ENSACAG00000012081	TMEM33	28.0	10.0	19.0	9.0
ENSACAG00000012082	NR2C2	3.0	1.0	0.6	1.0
ENSACAG00000012083	ENSACAG00000012083	92.0	0.2	0.5	0.2
ENSACAG00000012084	PIAS2	26.0	12.0	7.0	13.0
ENSACAG00000012085	LRRC4B	76.0	0.2	0.2	0.1
ENSACAG00000012086	ENSACAG00000012086	20.0	6.0	397.0	0.7
ENSACAG00000012087	SLC30A9	63.0	14.0	11.0	15.0
ENSACAG00000012088	STK4	8.0	2.0	3.0	1.0
ENSACAG00000012089	ENSACAG00000012089	2.0	1.0	3.0	16.0
ENSACAG00000012091	ENSACAG00000012091	19.0	4.0	11.0	7.0
ENSACAG00000012095	ENSACAG00000012095	3.0	3.0	1.0	3.0
ENSACAG00000012096	RP2	7.0	5.0	5.0	1.0
ENSACAG00000012097	ENSACAG00000012097	2.0	0.1	3.0	0.9
ENSACAG00000012098	NFKBIZ	2.0	2.0	4.0	0.5
ENSACAG00000012099	CNOT6L	18.0	12.0	14.0	11.0
ENSACAG00000012100	ENSACAG00000012100	2.0	3.0	0.1	
ENSACAG00000012101	ENSACAG00000012101	135.0	68.0	58.0	13.0
ENSACAG00000012102	ENSACAG00000012102	58.0	14.0	26.0	17.0
ENSACAG00000012103	ENSACAG00000012103			0.3	
ENSACAG00000012104	BIN2	0.8	2.0	1.0	0.3
ENSACAG00000012105	ENSACAG00000012105	0.2	0.1	0.5	0.4
ENSACAG00000012106	ENSACAG00000012106	36.0	23.0	17.0	27.0
ENSACAG00000012107	ENSACAG00000012107	2.0	0.1	59.0	
ENSACAG00000012108	ENSACAG00000012108	40.0	4.0	5.0	0.8
ENSACAG00000012109	CLEC11A	7.0	1.0	5.0	2.0
ENSACAG00000012110	SLC9A7	47.0	8.0	2.0	2.0
ENSACAG00000012115	FAM135B	18.0	2.0	0.1	
ENSACAG00000012116	STK19	14.0	4.0	6.0	5.0
ENSACAG00000012117	NDST4	7.0		0.2	
ENSACAG00000012119	ENSACAG00000012119	10.0	6.0	4.0	3.0
ENSACAG00000012120	ENSACAG00000012120	5.0	4.0	2.0	2.0
ENSACAG00000012121	ENSACAG00000012121	27.0		1.0	
ENSACAG00000012124	SHANK1	21.0	0.4	0.1	
ENSACAG00000012125	ENSACAG00000012125	2.0	0.1		0.7
ENSACAG00000012126	ENSACAG00000012126	211.0	131.0	58.0	68.0
ENSACAG00000012127	ENSACAG00000012127	5.0	5.0	0.1	15.0
ENSACAG00000012129	ENSACAG00000012129	4.0	1.0	2.0	0.6
ENSACAG00000012130	GRN	31.0	30.0	26.0	11.0
ENSACAG00000012131	ENSACAG00000012131	32.0	9.0	8.0	7.0
ENSACAG00000012132	SLC25A20	7.0	15.0	128.0	14.0
ENSACAG00000012133	ENSACAG00000012133	356.0	0.1	156.0	0.3
ENSACAG00000012136	ENSACAG00000012136	821.0	522.0	833.0	82.0
ENSACAG00000012137	ENSACAG00000012137	9.0	6.0	4.0	3.0
ENSACAG00000012138	ENSACAG00000012138	19.0	10.0	14.0	11.0
ENSACAG00000012139	FAM120C	5.0	4.0	6.0	2.0
ENSACAG00000012140	ENSACAG00000012140	27.0	11.0	8.0	9.0
ENSACAG00000012141	POLR1A	5.0	5.0	3.0	4.0
ENSACAG00000012142	ENSACAG00000012142	0.6	9.0	0.9	2.0
ENSACAG00000012143	ENSACAG00000012143	111.0	119.0	1.0	284.0
ENSACAG00000012145	BEND4	2.0	0.5	0.2	0.2
ENSACAG00000012146	ENSACAG00000012146	12.0	1.0	2.0	2.0
ENSACAG00000012147	neu1	23.0	8.0	16.0	6.0
ENSACAG00000012148	CNGA3	0.3			
ENSACAG00000012149	CCNG2	18.0	15.0	21.0	30.0
ENSACAG00000012151	ENSACAG00000012151	4.0	0.8	2.0	0.3
ENSACAG00000012152	ENSACAG00000012152	9.0	7.0	6.0	8.0
ENSACAG00000012153	ENSACAG00000012153	0.4	0.3	3.0	14.0
ENSACAG00000012154	ENSACAG00000012154	16.0	3.0	4.0	3.0
ENSACAG00000012155	ENSACAG00000012155	10.0	5.0	56.0	2.0
ENSACAG00000012156	ENSACAG00000012156	9.0	5.0	4.0	2.0
ENSACAG00000012157	ENSACAG00000012157	0.8	0.6	0.3	0.6
ENSACAG00000012158	ENSACAG00000012158	15.0	3.0	0.4	11.0
ENSACAG00000012162	ENSACAG00000012162	5.0	6.0	3.0	2.0
ENSACAG00000012163	ENSACAG00000012163	1.0		0.2	
ENSACAG00000012164	ENSACAG00000012164	2.0	0.6	3.0	0.3
ENSACAG00000012165	MARCKS	146.0	6.0	11.0	5.0
ENSACAG00000012166	ENSACAG00000012166	0.7	0.1	402.0	0.8
ENSACAG00000012167	BMX	0.1		0.1	
ENSACAG00000012168	ZPLD1	0.3		0.2	
ENSACAG00000012169	ENSACAG00000012169	10.0	2.0	2.0	3.0
ENSACAG00000012173	ENSACAG00000012173	1871.0	1742.0	4433.0	193.0
ENSACAG00000012174	HDAC2	31.0	12.0	4.0	2.0
ENSACAG00000012175	FNIP1	3.0	3.0	1.0	2.0
ENSACAG00000012176	ENSACAG00000012176	38.0	23.0	38.0	27.0
ENSACAG00000012177	ENSACAG00000012177	38.0	9.0	36.0	11.0
ENSACAG00000012178	ENSACAG00000012178	30.0	17.0	10.0	6.0
ENSACAG00000012180	ENSACAG00000012180	1.0	0.6	11.0	0.6
ENSACAG00000012181	ENSACAG00000012181	3.0	14.0	4.0	3.0
ENSACAG00000012182	ENSACAG00000012182	15.0	40.0	12.0	33.0
ENSACAG00000012183	XYLB	4.0	1.0	21.0	0.1
ENSACAG00000012184	ARIH2	22.0	19.0	11.0	15.0
ENSACAG00000012185	ENSACAG00000012185	25.0	15.0	16.0	8.0
ENSACAG00000012186	ENSACAG00000012186	37.0	27.0	16.0	16.0
ENSACAG00000012188	ENSACAG00000012188	2.0	4.0	0.3	
ENSACAG00000012189	ENSACAG00000012189	1.0			0.1
ENSACAG00000012190	ENSACAG00000012190	67.0	117.0	34.0	67.0
ENSACAG00000012191	ENSACAG00000012191	0.9		0.1	2.0
ENSACAG00000012192	AFF1	5.0	2.0	10.0	2.0
ENSACAG00000012193	ENSACAG00000012193	19.0	6.0	7.0	6.0
ENSACAG00000012194	ENSACAG00000012194	0.9	1.0	11.0	0.2
ENSACAG00000012196	IL17RA	1.0	1.0	4.0	0.5
ENSACAG00000012198	ENSACAG00000012198	0.5			
ENSACAG00000012199	SNX13	23.0	8.0	6.0	5.0
ENSACAG00000012200	ENSACAG00000012200	27.0	5.0	4.0	3.0
ENSACAG00000012201	INTS13	13.0	10.0	8.0	6.0
ENSACAG00000012203	FAM171A2	137.0	28.0	3.0	4.0
ENSACAG00000012204	ENSACAG00000012204	2.0	0.5	1.0	0.1
ENSACAG00000012205	ENSACAG00000012205	5.0	2.0	4.0	1.0
ENSACAG00000012208	ENSACAG00000012208	3.0	4.0	2.0	2.0
ENSACAG00000012210	ENSACAG00000012210	3.0	0.3	0.3	0.5
ENSACAG00000012211	ENSACAG00000012211	15.0	6.0	3.0	5.0
ENSACAG00000012212	ENSACAG00000012212	10.0	5.0	4.0	1.0
ENSACAG00000012213	ENSACAG00000012213	828.0			
ENSACAG00000012214	CCNI	396.0	413.0	525.0	463.0
ENSACAG00000012215	FBXL5	80.0	36.0	25.0	14.0
ENSACAG00000012216	ENSACAG00000012216	49.0	45.0	42.0	12.0
ENSACAG00000012217	HDHD5	8.0	5.0	21.0	7.0
ENSACAG00000012218	ENSACAG00000012218	79.0	12.0	4.0	2.0
ENSACAG00000012219	NUDT16	60.0	92.0	32.0	26.0
ENSACAG00000012220	ENSACAG00000012220	3.0	4.0	2.0	3.0
ENSACAG00000012222	DAZAP2	135.0	64.0	62.0	26.0
ENSACAG00000012225	ENSACAG00000012225	237.0	1427.0	2247.0	452.0
ENSACAG00000012226	ENSACAG00000012226	27.0	0.3	2.0	32.0
ENSACAG00000012227	ENSACAG00000012227	14.0	566.0	91.0	4.0
ENSACAG00000012229	ALDH1A1	7.0	66.0	61.0	2.0
ENSACAG00000012230	ENSACAG00000012230	118.0	128.0	65.0	119.0
ENSACAG00000012231	ENSACAG00000012231	8.0	7.0	6.0	3.0
ENSACAG00000012232	SYT3	65.0	0.1	0.3	0.1
ENSACAG00000012233	ENSACAG00000012233	93.0	215.0	118.0	107.0
ENSACAG00000012234	ENSACAG00000012234	156.0	88.0	109.0	41.0
ENSACAG00000012235	ENSACAG00000012235	78.0	37.0	39.0	20.0
ENSACAG00000012237	ENSACAG00000012237	1.0	6.0	3.0	4.0
ENSACAG00000012238	TRPC3	10.0	0.8	0.4	0.3
ENSACAG00000012239	ENSACAG00000012239	17.0	17.0	6.0	7.0
ENSACAG00000012240	DDX39B	360.0	189.0	141.0	90.0
ENSACAG00000012241	ENSACAG00000012241	4.0	2.0	0.4	0.7
ENSACAG00000012242	ENSACAG00000012242	0.9	3.0	2.0	0.7
ENSACAG00000012243	ENSACAG00000012243		0.1	0.2	0.1
ENSACAG00000012244	FGFR1OP2	23.0	10.0	14.0	3.0
ENSACAG00000012246	KCNS1	7.0	0.2	0.9	0.1
ENSACAG00000012247	ADA2	0.4	0.6	11.0	5.0
ENSACAG00000012248	POU6F1	37.0	15.0	5.0	5.0
ENSACAG00000012250	VWA3B	1.0		0.1	0.1
ENSACAG00000012251	STRIP1	33.0	5.0	3.0	9.0
ENSACAG00000012252	KLHL8	13.0	2.0	5.0	1.0
ENSACAG00000012253	ENSACAG00000012253	7.0	6.0	0.2	0.5
ENSACAG00000012254	ASF1B	15.0	7.0	2.0	1.0
ENSACAG00000012255	SEPT11	13.0	16.0	4.0	10.0
ENSACAG00000012256	TUBGCP5	5.0	1.0	0.9	0.6
ENSACAG00000012257	ENSACAG00000012257	3.0	2.0	0.1	0.2
ENSACAG00000012258	ITGA2B	2.0	3.0	2.0	0.3
ENSACAG00000012261	ENSACAG00000012261	6.0	0.3	0.6	0.1
ENSACAG00000012262	TM7SF3	33.0	13.0	12.0	10.0
