# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d034682	Zm00001d034682	39.0	40.0	60.0	54.0	45.0	40.0	95.0	51.0	11.0	70.0
Zm00001d034688	Zm00001d034688	15.0	8.0	32.0	31.0	37.0	13.0	8.0	47.0	44.0	48.0
Zm00001d034689	Zm00001d034689	20.0	1.0	6.0	5.0	15.0	35.0	6.0	21.0		4.0
Zm00001d034690	Zm00001d034690		0.5								2.0
Zm00001d034692	Zm00001d034692										0.9
Zm00001d034698	Zm00001d034698	192.0	31.0	279.0	202.0	140.0	79.0	49.0	55.0	48.0	89.0
Zm00001d034699	Zm00001d034699	3.0	0.5	5.0	2.0	8.0	1.0	0.8	4.0	2.0	3.0
Zm00001d034700	Zm00001d034700			0.4	1.0	2.0	0.2		0.9		0.9
Zm00001d034701	Zm00001d034701	42.0	31.0	55.0	68.0	46.0	54.0	42.0	62.0	31.0	61.0
Zm00001d034702	Zm00001d034702	37.0	0.7	2.0	0.7	80.0	3.0	7.0	5.0	1.0	
Zm00001d034703	Zm00001d034703	7.0				2.0		3.0		0.9	
Zm00001d034705	Zm00001d034705							3.0		2.0	4.0
Zm00001d034706	Zm00001d034706	6.0	0.5			1.0					
Zm00001d034710	C3H-transcription factor 330	26.0	16.0	17.0	18.0	36.0	19.0	34.0	62.0	16.0	66.0
Zm00001d034711	Zm00001d034711	7.0	1.0	4.0	3.0	11.0	2.0	17.0	11.0	6.0	8.0
Zm00001d034713	Zm00001d034713	53.0	2.0	34.0	17.0	62.0	3.0	7.0	11.0	128.0	3.0
Zm00001d034714	Zm00001d034714	14.0	39.0	21.0	34.0	13.0	34.0	186.0	71.0	140.0	77.0
Zm00001d034715	rubisco accumulation factor2	3.0	2.0	0.6	2.0		2.0	2.0		1.0	2.0
Zm00001d034717	Zm00001d034717	18.0	5.0	13.0	19.0	27.0	10.0	10.0	17.0	2.0	22.0
Zm00001d034718	Zm00001d034718	3.0	4.0	1.0	3.0	5.0	3.0	5.0	33.0	22.0	24.0
Zm00001d034719	Zm00001d034719	24.0	24.0	39.0	63.0	18.0	34.0	70.0	108.0	20.0	47.0
Zm00001d034721	RNA helicase4	19.0	0.7	6.0	6.0	35.0	3.0	0.8	19.0	2.0	9.0
Zm00001d034724	Zm00001d034724	5.0		3.0		2.0	3.0	14.0			2.0
Zm00001d034725	Zm00001d034725		0.5								
Zm00001d034726	Zm00001d034726	44.0	27.0	47.0	58.0	41.0	30.0	167.0	93.0	49.0	216.0
Zm00001d034727	Zm00001d034727	6.0		1.0	0.2	15.0	4.0	8.0	36.0	3.0	15.0
Zm00001d034728	Zm00001d034728										46.0
Zm00001d034729	Zm00001d034729					2.0	0.5		9.0	0.4	28.0
Zm00001d034730	SBP-transcription factor 17	67.0	95.0	64.0	116.0	83.0	110.0	75.0	131.0	39.0	129.0
Zm00001d034733	Zm00001d034733	7.0	5.0	1.0	1.0	47.0	10.0	41.0	105.0	91.0	100.0
Zm00001d034734	Zm00001d034734	9.0	1.0	4.0	2.0	24.0	1.0	6.0	6.0	2.0	3.0
Zm00001d034735	Zm00001d034735	5.0	5.0	3.0	3.0	20.0	3.0	37.0	14.0	0.6	23.0
Zm00001d034736	chloroplast protein synthesis1	5.0	1.0	3.0	2.0	8.0	2.0	10.0	9.0	5.0	5.0
Zm00001d034738	Zm00001d034738	102.0	142.0	102.0	193.0	43.0	194.0	74.0	38.0	55.0	26.0
Zm00001d034739	Zm00001d034739	21.0	2.0	17.0	9.0	42.0	2.0	41.0	54.0	21.0	42.0
Zm00001d034740	Zm00001d034740	17.0	1.0	16.0	4.0	17.0	4.0	19.0	20.0	8.0	32.0
Zm00001d034749	Zm00001d034749		6.0		0.3	1.0					1.0
Zm00001d034750	Zm00001d034750	89.0	6.0	87.0	35.0	59.0	18.0	8.0	40.0	12.0	42.0
Zm00001d034751	C2C2-GATA-transcription factor 18	36.0	9.0	31.0	24.0	41.0	15.0	9.0	19.0	4.0	9.0
Zm00001d034752	Zm00001d034752	10.0	4.0	6.0	8.0	11.0	7.0	7.0	9.0	4.0	16.0
Zm00001d034754	Zm00001d034754	11.0	8.0	11.0	27.0	27.0	18.0	8.0	16.0	5.0	2.0
Zm00001d034755	Zm00001d034755	6.0		5.0	2.0	9.0			5.0	3.0	4.0
Zm00001d034756	Zm00001d034756	4.0							41.0		172.0
Zm00001d034757	Zm00001d034757	21.0	5.0	19.0	20.0	15.0	4.0	51.0	29.0	22.0	36.0
Zm00001d034758	Zm00001d034758	63.0	62.0	88.0	78.0	42.0	46.0	168.0	91.0	45.0	61.0
Zm00001d034759	Zm00001d034759	20.0	10.0	15.0	13.0	24.0	8.0	64.0	17.0	12.0	21.0
Zm00001d034760	ferredoxin3	426.0	253.0	833.0	855.0	292.0	239.0	152.0	310.0	99.0	142.0
Zm00001d034761	Zm00001d034761	213.0	73.0	419.0	346.0	110.0	89.0	120.0	134.0	48.0	193.0
Zm00001d034763	Zm00001d034763		0.6	1.0	1.0						
Zm00001d034764	Zm00001d034764	11.0	3.0	9.0	7.0	12.0	6.0	7.0	10.0	9.0	10.0
Zm00001d034765	Zm00001d034765	3.0	0.9	4.0	2.0	2.0	4.0	0.9	7.0	0.6	1.0
Zm00001d034766	Zm00001d034766	23.0	2.0	23.0	15.0	31.0	10.0	8.0	13.0	5.0	29.0
Zm00001d034767	Zm00001d034767	0.1		0.2	0.3	0.5	0.5			1.0	0.8
Zm00001d034768	Zm00001d034768	156.0	107.0	261.0	245.0	118.0	132.0	20.0	104.0	84.0	84.0
Zm00001d034769	Zm00001d034769	0.7	3.0	1.0	1.0		0.8	2.0	4.0		2.0
Zm00001d034770	cellulose synthase6	57.0	52.0	127.0	119.0	34.0	24.0	61.0	250.0	90.0	81.0
Zm00001d034771	Zm00001d034771			0.3		21.0	0.4	17.0	32.0	18.0	19.0
Zm00001d034772	Zm00001d034772	46.0	16.0	37.0	40.0	139.0	32.0	120.0	135.0	34.0	138.0
Zm00001d034773	Zm00001d034773	0.9	0.1	3.0	1.0	1.0	0.3		0.4	1.0	3.0
Zm00001d034776	Zm00001d034776	3.0	0.1	2.0	0.9	1.0	0.8			0.4	0.7
Zm00001d034777	Zm00001d034777	23.0	12.0	10.0	10.0	25.0	54.0	26.0	43.0	14.0	35.0
Zm00001d034778	Zm00001d034778	5.0	2.0	15.0	9.0	2.0	3.0				1.0
Zm00001d034779	Zm00001d034779	3.0	3.0	1.0	2.0	2.0	3.0	2.0	0.5	0.3	6.0
Zm00001d034781	Zm00001d034781	1.0		0.3		3.0	0.2		7.0	3.0	3.0
Zm00001d034782	Zm00001d034782								3.0	0.4	6.0
Zm00001d034783	C2H2-transcription factor 25	3.0	1.0	0.6	2.0	0.9	0.3		11.0	6.0	1.0
Zm00001d034784	mTERF-domain protein6	11.0	6.0	12.0	8.0	8.0	7.0	14.0	21.0	1.0	19.0
Zm00001d034786	Zm00001d034786						0.9				
Zm00001d034787	Zm00001d034787		1.0		1.0			3.0			
Zm00001d034788	Zm00001d034788	1.0		0.3		29.0		1.0	4.0		4.0
Zm00001d034789	Zm00001d034789				0.1						
Zm00001d034790	Zm00001d034790	973.0	205.0	1263.0	669.0	601.0	277.0	106.0	247.0	136.0	139.0
Zm00001d034793	Zm00001d034793	147.0	56.0	143.0	169.0	105.0	58.0	58.0	38.0	34.0	58.0
Zm00001d034795	prohibitin4	342.0	69.0	423.0	405.0	271.0	123.0	79.0	137.0	140.0	81.0
Zm00001d034796	Zm00001d034796	11.0	6.0	11.0	15.0	14.0	14.0	26.0	22.0	17.0	26.0
Zm00001d034797	Zm00001d034797	14.0	3.0	10.0	9.0	20.0	7.0	1.0	4.0	2.0	9.0
Zm00001d034799	Zm00001d034799	67.0	10.0	51.0	57.0	49.0	28.0	11.0	29.0	5.0	27.0
Zm00001d034800	Zm00001d034800	3.0	1.0	2.0	3.0	5.0	1.0	3.0	1.0	4.0	3.0
Zm00001d034802	Zm00001d034802						0.3				
Zm00001d034803	Zm00001d034803					0.8					
Zm00001d034804	Zm00001d034804	4.0	0.8	5.0	4.0	12.0	0.9	1.0	6.0	0.6	8.0
Zm00001d034805	Zm00001d034805	41.0	36.0	36.0	46.0	41.0	38.0	21.0	69.0	12.0	36.0
Zm00001d034807	Zm00001d034807	98.0	61.0	67.0	69.0	53.0	39.0	87.0	112.0	61.0	79.0
Zm00001d034808	Zm00001d034808	5.0	6.0	3.0	5.0	11.0	1.0	2.0	15.0		7.0
Zm00001d034809	Zm00001d034809	42.0	6.0	42.0	21.0	63.0	27.0	16.0	66.0	11.0	23.0
Zm00001d034810	Zm00001d034810	15.0	3.0	6.0	5.0	20.0	8.0	27.0	18.0	36.0	22.0
Zm00001d034813	FAR1-like-transcription factor 3	19.0	11.0	11.0	15.0	25.0	14.0	16.0	10.0	20.0	21.0
Zm00001d034814	Zm00001d034814	22.0	9.0	22.0	18.0	19.0	9.0	26.0	41.0	21.0	34.0
Zm00001d034815	Zm00001d034815						0.7				
Zm00001d034817	Zm00001d034817	41.0	25.0	53.0	46.0	35.0	34.0	71.0	96.0	71.0	76.0
Zm00001d034818	Zm00001d034818	1.0	0.2	0.3	0.3	3.0	0.2	8.0	62.0	23.0	
Zm00001d034819	Zm00001d034819	2.0	6.0	2.0	2.0		2.0	1.0	0.4		
Zm00001d034820	Zm00001d034820			0.4							
Zm00001d034822	Zm00001d034822							3.0			
Zm00001d034823	Zm00001d034823	7.0	2.0	4.0	5.0	10.0	1.0	15.0	6.0	16.0	12.0
Zm00001d034824	Zm00001d034824	27.0	12.0	49.0	51.0	30.0	15.0	31.0	74.0	18.0	115.0
Zm00001d034826	Zm00001d034826	162.0	23.0	81.0	63.0	91.0	36.0	50.0	82.0	48.0	74.0
Zm00001d034828	Zm00001d034828	9.0	0.8	5.0	4.0	25.0	3.0	6.0	9.0	8.0	17.0
Zm00001d034829	Zm00001d034829	0.6	1.0	0.3		1.0	0.3	0.7			0.8
Zm00001d034832	Zm00001d034832	11.0	0.2	2.0	1.0	14.0	0.6	4.0	5.0	2.0	3.0
Zm00001d034833	Zm00001d034833	45.0	20.0	34.0	42.0	19.0	27.0	21.0	25.0	19.0	38.0
Zm00001d034834	Zm00001d034834	21.0	19.0	13.0	33.0	31.0	16.0	97.0	43.0	133.0	51.0
Zm00001d034835	Zm00001d034835	7.0	6.0	9.0	14.0	24.0	6.0	51.0	20.0	26.0	64.0
Zm00001d034837	Zm00001d034837				0.5	0.7	0.2	0.8	0.9		
Zm00001d034838	Zm00001d034838	7.0	0.5	7.0	3.0	9.0	2.0	0.8	21.0	0.8	2.0
Zm00001d034839	Zm00001d034839	13.0	38.0	3.0	1.0	22.0	8.0	1.0	12.0	32.0	27.0
Zm00001d034840	Zm00001d034840	15.0	1.0	8.0	9.0	32.0	2.0	2.0	6.0	0.2	3.0
Zm00001d034841	Zm00001d034841	26.0	9.0	26.0	28.0	21.0	56.0	43.0	22.0		7.0
Zm00001d034842	Zm00001d034842	10.0	7.0	13.0	22.0	13.0	8.0	8.0	16.0	17.0	13.0
Zm00001d034844	Zm00001d034844					0.8					
Zm00001d034847	Zm00001d034847		0.5			3.0			3.0		3.0
Zm00001d034849	Zm00001d034849	8.0	4.0	7.0	3.0	10.0	5.0		9.0	5.0	5.0
Zm00001d034851	Zm00001d034851	79.0	5.0	46.0	33.0	45.0	19.0	2.0	8.0	2.0	7.0
Zm00001d034852	Zm00001d034852	3.0	2.0	2.0	7.0	11.0	3.0	9.0	19.0	11.0	38.0
Zm00001d034853	Zm00001d034853	14.0	2.0	14.0	7.0	16.0	3.0	16.0	15.0	24.0	24.0
Zm00001d034854	Zm00001d034854					2.0			4.0		
Zm00001d034855	Zm00001d034855	343.0	54.0	444.0	264.0	121.0	76.0	27.0	78.0	64.0	66.0
Zm00001d034856	elongation factor TU mitochondrial1	500.0	26.0	328.0	193.0	250.0	62.0	33.0	77.0	24.0	92.0
Zm00001d034857	Zm00001d034857	15.0	8.0	16.0	19.0	13.0	11.0	19.0	9.0	2.0	69.0
Zm00001d034858	Zm00001d034858	48.0	18.0	39.0	41.0	43.0	32.0	27.0	48.0	16.0	27.0
Zm00001d034859	Zm00001d034859	55.0	7.0	26.0	32.0	117.0	7.0	65.0	60.0	12.0	75.0
Zm00001d034861	Zm00001d034861	0.8	1.0	0.5	1.0	0.8	1.0	2.0		3.0	2.0
Zm00001d034862	Zm00001d034862	9.0	10.0	8.0	6.0	11.0	5.0	5.0	10.0	1.0	12.0
Zm00001d034863	Zm00001d034863		0.9	0.2	0.9	1.0	1.0	6.0	5.0	12.0	7.0
Zm00001d034865	Zm00001d034865	0.8	0.3	0.3	0.2	2.0	0.2		6.0		2.0
Zm00001d034866	Zm00001d034866	22.0	3.0	4.0	3.0	35.0	4.0	37.0	18.0	9.0	40.0
Zm00001d034867	Zm00001d034867	120.0	145.0	327.0	335.0	225.0	170.0	285.0	317.0	133.0	137.0
Zm00001d034868	Zm00001d034868	6.0	0.9	4.0	4.0	14.0	3.0	13.0	8.0	12.0	26.0
Zm00001d034869	Zm00001d034869							1.0			
Zm00001d034870	Zm00001d034870	4.0	0.3	0.8	0.5	3.0	0.5	2.0		2.0	
Zm00001d034871	derlin4	8.0	23.0	19.0	30.0	9.0	31.0	28.0	28.0	42.0	18.0
Zm00001d034872	CCAAT-HAP5-transcription factor 54	23.0	0.4	8.0	2.0	37.0	0.9	0.7			
Zm00001d034874	Zm00001d034874							2.0		18.0	
Zm00001d034875	Zm00001d034875				0.2			19.0		70.0	9.0
Zm00001d034876	Zm00001d034876	112.0	7.0	72.0	23.0	104.0	18.0	3.0	25.0	15.0	28.0
Zm00001d034877	Zm00001d034877	0.2				9.0	0.1		2.0		2.0
Zm00001d034878	Zm00001d034878	6.0	0.6	5.0	5.0	7.0	2.0		12.0	3.0	6.0
Zm00001d034879	Zm00001d034879	25.0	12.0	21.0	18.0	26.0	13.0	32.0	5.0	16.0	19.0
Zm00001d034880	Zm00001d034880	134.0	41.0	93.0	77.0	112.0	62.0	21.0	63.0	39.0	100.0
Zm00001d034881	Zm00001d034881						5.0				
Zm00001d034882	defective kernel2	39.0	6.0	39.0	27.0	37.0	14.0	6.0	19.0	5.0	30.0
Zm00001d034883	Zm00001d034883	66.0	9.0	56.0	37.0	73.0	15.0	30.0	31.0	14.0	37.0
Zm00001d034884	Zm00001d034884	5.0					1.0	7.0			8.0
Zm00001d034885	Zm00001d034885	57.0	33.0	82.0	77.0	40.0	31.0	27.0	49.0	40.0	18.0
Zm00001d034886	HSF-transcription factor 5	38.0	9.0	32.0	18.0	31.0	17.0	13.0	14.0	38.0	25.0
Zm00001d034887	Zm00001d034887	7.0	2.0	4.0	5.0	22.0	0.4	10.0	6.0	13.0	51.0
Zm00001d034888	WRKY-transcription factor 10							2.0	19.0		3.0
Zm00001d034890	Zm00001d034890	21.0	0.9	10.0	5.0	26.0	3.0	4.0	7.0	0.8	3.0
Zm00001d034891	MYB-related-transcription factor 104							3.0		0.7	
Zm00001d034892	pentatricopeptide repeat53	2.0		3.0	0.7	2.0	0.3	3.0	0.6		0.6
Zm00001d034893	Zm00001d034893	91.0	42.0	112.0	111.0	126.0	73.0	737.0	295.0	232.0	316.0
Zm00001d034894	Zm00001d034894	81.0	14.0	45.0	45.0	99.0	16.0	57.0	36.0	19.0	64.0
Zm00001d034896	AKINbetagamma-1 protein kinase	49.0	24.0	91.0	100.0	73.0	38.0	143.0	91.0	78.0	100.0
Zm00001d034897	Zm00001d034897	0.8	29.0	1.0	1.0	6.0	0.8	6.0	17.0	5.0	15.0
Zm00001d034898	gibberellin 20-oxidase1								16.0	32.0	118.0
Zm00001d034900	Zm00001d034900	2.0	0.5	3.0	2.0	5.0	1.0	2.0	8.0	0.8	5.0
Zm00001d034901	Zm00001d034901	3.0		4.0	0.6	1.0			5.0	2.0	
Zm00001d034902	Zm00001d034902								0.4		
Zm00001d034903	Zm00001d034903	0.5		0.3		0.3			0.3		
Zm00001d034904	Zm00001d034904	16.0	1.0	18.0	14.0	15.0	6.0	5.0	9.0		15.0
Zm00001d034914	Zm00001d034914	163.0	75.0	145.0	257.0	147.0	93.0	74.0	90.0	61.0	80.0
Zm00001d034915	Zm00001d034915	58.0	24.0	38.0	28.0	75.0	32.0	41.0	41.0	13.0	29.0
Zm00001d034916	Zm00001d034916		0.5	0.3	2.0		7.0				2.0
Zm00001d034917	Zm00001d034917		0.4		0.2		0.4	1.0	14.0	1.0	
Zm00001d034918	Zm00001d034918	25.0	50.0	19.0	16.0	85.0	11.0	24.0	41.0	17.0	64.0
Zm00001d034919	Zm00001d034919	540.0	69.0	320.0	129.0	287.0	38.0	48.0	110.0	84.0	125.0
Zm00001d034926	Zm00001d034926	9.0	0.7	5.0	6.0		1.0				
Zm00001d034927	Zm00001d034927	3.0	0.2	1.0	0.8	13.0	0.7	7.0	16.0	7.0	4.0
Zm00001d034929	leunig-related3	34.0	31.0	28.0	36.0	34.0	40.0	33.0	37.0	31.0	48.0
Zm00001d034930	Zm00001d034930	0.1	0.1					1.0		0.3	
Zm00001d034931	Zm00001d034931	38.0	11.0	34.0	40.0	46.0	22.0	34.0	189.0	26.0	90.0
Zm00001d034932	Zm00001d034932	5.0	1.0	5.0	4.0	12.0	2.0	12.0	13.0	2.0	17.0
Zm00001d034933	Zm00001d034933	3.0	0.1	0.2	0.9	3.0	0.1	2.0	1.0	1.0	
Zm00001d034934	Zm00001d034934	0.8			1.0	1.0		8.0	18.0	23.0	12.0
Zm00001d034935	Zm00001d034935	37.0	10.0	38.0	27.0	25.0	23.0	22.0	31.0	24.0	51.0
Zm00001d034937	Zm00001d034937	6.0	3.0	2.0	2.0	12.0	3.0	44.0	43.0	109.0	98.0
Zm00001d034939	Zm00001d034939				0.5						
Zm00001d034940	Zm00001d034940	8.0	0.8	0.5	0.2	26.0	1.0	4.0	8.0	2.0	4.0
Zm00001d034941	Zm00001d034941	13.0	4.0	12.0	16.0	39.0	10.0	80.0	141.0	91.0	181.0
Zm00001d034944	Zm00001d034944	3.0	0.4	0.1	0.2	4.0	2.0	2.0	6.0	0.8	3.0
Zm00001d034948	Zm00001d034948	0.7		0.6	0.8	3.0	0.8	0.4	21.0	3.0	11.0
Zm00001d034949	GTP-binding protein homolog1	52.0	23.0	92.0	92.0	35.0	30.0	67.0	86.0	58.0	104.0
Zm00001d034951	Zm00001d034951		3.0							0.9	
Zm00001d034954	Zm00001d034954	20.0	14.0	39.0	33.0	18.0	14.0	63.0	36.0	60.0	35.0
Zm00001d034956	Zm00001d034956	72.0	25.0	49.0	33.0	50.0	14.0	33.0	69.0	41.0	32.0
Zm00001d034957	Zm00001d034957	24.0	11.0	16.0	10.0	10.0	9.0	9.0	34.0	14.0	25.0
Zm00001d034958	Zm00001d034958	13.0	6.0				4.0				17.0
Zm00001d034961	Zm00001d034961	4.0	2.0	4.0	4.0	7.0	5.0	29.0	5.0	11.0	5.0
Zm00001d034962	embryo specific2	21.0	9.0	11.0	10.0	23.0	13.0	39.0	29.0	15.0	33.0
Zm00001d034964	Zm00001d034964	18.0	7.0	15.0	15.0	37.0	17.0	22.0	31.0	12.0	37.0
Zm00001d034965	ABI3-VP1-transcription factor 49	26.0	7.0	35.0	8.0	43.0	12.0	11.0	43.0	6.0	14.0
Zm00001d034967	Zm00001d034967	10.0		3.0	2.0	11.0	3.0	2.0		2.0	17.0
Zm00001d034968	Zm00001d034968	9.0	3.0	9.0	7.0	12.0	7.0	6.0	30.0	1.0	9.0
Zm00001d034969	Zm00001d034969				0.8						
Zm00001d034970	Zm00001d034970	24.0	15.0	22.0	18.0	26.0	13.0	18.0	25.0	18.0	17.0
Zm00001d034971	Zm00001d034971		8.0	2.0							
Zm00001d034972	Zm00001d034972	3.0	4.0		2.0		3.0				
Zm00001d034976	Zm00001d034976									3.0	
Zm00001d034977	Zm00001d034977		4.0						12.0	9.0	213.0
Zm00001d034978	Zm00001d034978							121.0	6.0	3.0	28.0
Zm00001d034983	Zm00001d034983		0.8								
Zm00001d034987	Zm00001d034987		0.8		2.0		0.7		3.0	4.0	7.0
Zm00001d034989	Zm00001d034989	9.0	0.8	2.0	2.0	17.0	1.0		8.0	0.5	2.0
Zm00001d034990	Zm00001d034990	12.0	12.0	13.0	15.0	5.0	106.0	35.0	14.0	17.0	12.0
Zm00001d034991	Zm00001d034991	16.0	7.0	3.0	5.0	5.0	23.0	5.0	8.0	30.0	24.0
Zm00001d034994	Zm00001d034994	2.0									
Zm00001d034995	Zm00001d034995			4.0	3.0			129.0	7.0	18.0	2.0
Zm00001d034996	Zm00001d034996	42.0	21.0	56.0	60.0	39.0	29.0	106.0	40.0	19.0	38.0
Zm00001d034998	Zm00001d034998	44.0	49.0	28.0	20.0	29.0	18.0	25.0	72.0	54.0	40.0
Zm00001d035000	Zm00001d035000										6.0
Zm00001d035001	ferredoxin1		29.0			2.0		2.0			
Zm00001d035003	ferredoxin2							3.0	6.0	5.0	
Zm00001d035004	Zm00001d035004	8.0	8.0	8.0	10.0	13.0	13.0	44.0	32.0	15.0	65.0
Zm00001d035005	Zm00001d035005	0.8			0.4	7.0				0.7	1.0
Zm00001d035007	Zm00001d035007	5.0	14.0	1.0	2.0	0.6	21.0	10.0	4.0	53.0	30.0
Zm00001d035008	PHD-transcription factor 1	16.0	5.0	7.0	4.0	43.0	4.0	12.0	13.0	15.0	17.0
Zm00001d035012	Zm00001d035012	39.0	17.0	44.0	41.0	47.0	34.0	52.0	38.0	57.0	64.0
Zm00001d035014	Zm00001d035014	59.0	25.0	43.0	43.0	62.0	27.0	74.0	41.0	46.0	49.0
Zm00001d035015	Zm00001d035015	7.0	1.0	0.1	0.3	19.0	1.0	0.6			2.0
Zm00001d035016	Zm00001d035016	0.4									
Zm00001d035018	Zm00001d035018								2.0		
Zm00001d035019	Zm00001d035019	33.0	7.0	24.0	32.0	53.0	9.0	51.0	33.0	27.0	34.0
Zm00001d035020	Zm00001d035020								2.0	3.0	3.0
Zm00001d035023	Zm00001d035023	88.0	23.0	72.0	54.0	111.0	23.0	9.0	4.0	7.0	12.0
Zm00001d035024	Zm00001d035024				0.4	0.9					
Zm00001d035027	Zm00001d035027					9.0					
Zm00001d035029	Zm00001d035029	45.0	29.0	115.0	97.0	68.0	50.0	66.0	42.0	66.0	53.0
Zm00001d035030	Zm00001d035030	21.0	14.0	20.0	21.0	17.0	29.0	46.0	34.0	45.0	65.0
Zm00001d035031	Zm00001d035031	6.0	4.0	6.0	5.0	9.0	7.0	7.0	18.0	15.0	13.0
Zm00001d035032	Zm00001d035032	40.0	4.0	10.0	7.0	23.0	6.0	9.0	20.0	12.0	19.0
Zm00001d035033	Zm00001d035033	6.0	2.0	2.0	4.0	2.0	2.0	13.0	3.0		2.0
Zm00001d035034	adenylate kinase1	25.0	4.0	18.0	16.0	37.0	12.0	27.0	25.0	32.0	16.0
Zm00001d035035	Zm00001d035035			0.1	0.2	0.3	0.1	0.4	1.0		1.0
Zm00001d035037	Zm00001d035037	2.0	0.1			0.7		0.6	1.0		1.0
Zm00001d035038	FRK2		0.3					0.5	4.0		
Zm00001d035039	Zm00001d035039	15.0	23.0	16.0	18.0	14.0	43.0	86.0	30.0	60.0	42.0
Zm00001d035040	Zm00001d035040	9.0	4.0	8.0	10.0	20.0	8.0	78.0	44.0	12.0	33.0
Zm00001d035041	Zm00001d035041	40.0	30.0	30.0	43.0	53.0	27.0	43.0	88.0	26.0	73.0
Zm00001d035044	Zm00001d035044	79.0	19.0	59.0	81.0	120.0	65.0	119.0	155.0	96.0	162.0
Zm00001d035046	Zm00001d035046	0.4	0.1	0.9	0.9	0.9	1.0	0.7	4.0	6.0	4.0
Zm00001d035047	Zm00001d035047	74.0	33.0	65.0	49.0	116.0	48.0	99.0	73.0	95.0	120.0
Zm00001d035048	Zm00001d035048	20.0	5.0	18.0	15.0	24.0	8.0	10.0	10.0	10.0	13.0
Zm00001d035049	Zm00001d035049	4.0	0.6	2.0	0.5	2.0					4.0
Zm00001d035050	Zm00001d035050	15.0	22.0	23.0	20.0	15.0	15.0	23.0	38.0	32.0	31.0
Zm00001d035051	Zm00001d035051	28.0	4.0	11.0	16.0	36.0	5.0	4.0	12.0	1.0	10.0
Zm00001d035052	Zm00001d035052	56.0	7.0	67.0	33.0	30.0	7.0	16.0	45.0	20.0	25.0
Zm00001d035053	MADS-transcription factor 45	2.0	2.0	2.0	5.0	0.9	0.8	8.0	2.0	2.0	7.0
Zm00001d035054	Zm00001d035054	66.0	20.0	40.0	32.0	40.0	28.0	46.0	36.0	75.0	41.0
Zm00001d035056	Zm00001d035056	0.4									
Zm00001d035061	Zm00001d035061						0.2				
Zm00001d035063	Zm00001d035063						0.6	6.0		6.0	
Zm00001d035065	Zm00001d035065	60.0	13.0	35.0	38.0	110.0	25.0	63.0	66.0	39.0	108.0
Zm00001d035066	Zm00001d035066	14.0	66.0	34.0	32.0	15.0	16.0	68.0	18.0	30.0	35.0
Zm00001d035067	Zm00001d035067		1.0		0.3		0.2	0.8			2.0
Zm00001d035070	Zm00001d035070				0.4		0.2		1.0		
Zm00001d035072	Zm00001d035072	9.0	2.0	5.0	4.0	8.0	2.0	3.0	9.0	1.0	9.0
Zm00001d035079	Zea mays ARGOS5				2.0		3.0	6.0	11.0	2.0	3.0
Zm00001d035081	Zm00001d035081					1.0					
Zm00001d035082	Zm00001d035082					0.9	3.0				
Zm00001d035086	Zm00001d035086	16.0	15.0	25.0	15.0	18.0	21.0	46.0	51.0	62.0	52.0
Zm00001d035087	acidic ribosomal protein P1a	1270.0	339.0	1996.0	1351.0	959.0	553.0	159.0	400.0	277.0	275.0
Zm00001d035088	Zm00001d035088	15.0	4.0	13.0	2.0	18.0	5.0	19.0	14.0	13.0	22.0
Zm00001d035089	Zm00001d035089	33.0	9.0	17.0	5.0	32.0	10.0	32.0	45.0	12.0	33.0
Zm00001d035090	Zm00001d035090	44.0	13.0	30.0	20.0	31.0	19.0	39.0	56.0	13.0	26.0
Zm00001d035091	Zm00001d035091	5.0	0.5	0.6	1.0	2.0	0.3			0.9	
Zm00001d035092	Zm00001d035092	3.0		5.0	2.0	5.0	6.0		3.0		5.0
Zm00001d035093	Zm00001d035093	24.0	20.0	23.0	29.0	23.0	39.0	80.0	43.0	30.0	42.0
Zm00001d035094	Zm00001d035094	511.0	71.0	638.0	425.0	371.0	128.0	36.0	107.0	88.0	114.0
Zm00001d035095	Zm00001d035095	106.0	62.0	137.0	139.0	66.0	102.0	139.0	97.0	97.0	31.0
Zm00001d035097	Zm00001d035097	3.0		2.0	3.0	7.0	0.4	2.0			
Zm00001d035098	Zm00001d035098	40.0	27.0	53.0	73.0	64.0	51.0	73.0	58.0	94.0	133.0
Zm00001d035113	Zm00001d035113	14.0	9.0	21.0	22.0	48.0	11.0	23.0	20.0	19.0	39.0
Zm00001d035115	multidrug and toxic compound extrusion1	0.3			0.1	2.0	2.0	16.0	5.0	22.0	31.0
Zm00001d035119	Zm00001d035119	0.3				6.0					
Zm00001d035124	Zm00001d035124	108.0	6.0	36.0	18.0	163.0	50.0	36.0	92.0	6.0	94.0
Zm00001d035127	Zm00001d035127			0.4	0.8		1.0		1.0		
Zm00001d035130	Zm00001d035130	39.0	12.0	31.0	30.0	36.0	29.0	8.0	14.0	18.0	20.0
Zm00001d035131	Zm00001d035131		2.0	0.4							
Zm00001d035132	Zm00001d035132	3.0	19.0	3.0	8.0	4.0	5.0	4.0	1.0	39.0	6.0
