# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2797
# Selected columns: 9 (all)
# Timestamp: Fri, 24-Aug-2018 23:04:26
Gene ID	Gene Name	brain	colon	heart	kidney	liver	lung	skeletal muscle tissue	spleen	testis
ENSGALG00000031577	ENSGALG00000031577	0.2					0.4			0.1
ENSGALG00000031578	CSMD3	4.0							0.1	0.1
ENSGALG00000031579	ENSGALG00000031579					0.1				
ENSGALG00000031580	ENSGALG00000031580	0.2								
ENSGALG00000031582	RAB1A	235.0	298.0	86.0	198.0	124.0	317.0	187.0	258.0	201.0
ENSGALG00000031583	ENSGALG00000031583	0.2								2.0
ENSGALG00000031584	ENSGALG00000031584		0.1			0.1	0.4			4.0
ENSGALG00000031585	ENSGALG00000031585	0.2								2.0
ENSGALG00000031586	ENSGALG00000031586	0.2	4.0	0.5	4.0	0.3	4.0	0.3	6.0	2.0
ENSGALG00000031587	ENSGALG00000031587	0.4	2.0		0.4	0.6	0.1	0.1	1.0	0.6
ENSGALG00000031588	ENSGALG00000031588	6.0	48.0	7.0	20.0	12.0	50.0	5.0	65.0	186.0
ENSGALG00000031589	ZNF592	5.0	17.0	3.0	9.0	11.0	22.0	6.0	28.0	36.0
ENSGALG00000031590	B3GAT2	45.0	0.3		2.0		408.0		3.0	15.0
ENSGALG00000031591	ENSGALG00000031591	28.0	52.0	4.0	26.0	17.0	63.0	9.0	68.0	171.0
ENSGALG00000031592	ENSGALG00000031592	21.0	13.0	0.8	28.0		16.0	1.0	2.0	21.0
ENSGALG00000031593	ENSGALG00000031593	108.0	237.0	19.0	86.0	363.0	549.0	14.0	1114.0	34.0
ENSGALG00000031594	ENSGALG00000031594	74.0	132.0	38.0	141.0	182.0	165.0	43.0	194.0	197.0
ENSGALG00000031595	ENSGALG00000031595			0.1			0.3			0.2
ENSGALG00000031596	ENSGALG00000031596				0.4					
ENSGALG00000031597	HBAD	25.0	10.0	215.0	139.0	88.0	1791.0	15.0	342.0	6.0
ENSGALG00000031598	ENSGALG00000031598	0.2	2.0	1.0	0.9	0.2	0.2	0.6	2.0	1.0
ENSGALG00000031599	ENSGALG00000031599	4.0	0.8	0.3	0.2					57.0
ENSGALG00000031600	ENSGALG00000031600	2.0	113.0	9.0	9.0	16.0	20.0	13.0	28.0	19.0
ENSGALG00000031601	ENSGALG00000031601	10.0	4.0	9.0	7.0	4.0	7.0	2.0	4.0	4.0
ENSGALG00000031603	ENSGALG00000031603	0.3	3.0	0.3	0.2		0.5			83.0
ENSGALG00000031604	TET1	2.0	6.0	3.0	3.0	2.0	9.0	2.0	15.0	12.0
ENSGALG00000031605	ENSGALG00000031605	0.3			0.2	0.3	0.2		0.3	0.8
ENSGALG00000031606	NDC1	5.0	26.0	3.0	15.0	13.0	26.0	2.0	18.0	274.0
ENSGALG00000031607	ENSGALG00000031607	0.2	0.1		0.3	0.1				0.1
ENSGALG00000031608	ENSGALG00000031608	0.1	0.3			0.1	0.3		0.2	0.1
ENSGALG00000031612	ENSGALG00000031612	0.2		0.1	0.2					0.2
ENSGALG00000031614	ENSGALG00000031614	0.2	0.2	0.4	0.2	0.2			0.3	0.2
ENSGALG00000031615	ENSGALG00000031615	1574.0	3.0		20.0		7.0		16.0	0.6
ENSGALG00000031616	ENSGALG00000031616						0.1			0.1
ENSGALG00000031620	ENSGALG00000031620	0.4	0.1	0.1	0.3	0.1				28.0
ENSGALG00000031621	ENSGALG00000031621								0.1	
ENSGALG00000031623	ENSGALG00000031623									2.0
ENSGALG00000031624	ENSGALG00000031624	0.1	0.3	0.4	0.1	0.3	0.5		6.0	
ENSGALG00000031625	ENSGALG00000031625		0.1							
ENSGALG00000031626	ENSGALG00000031626					0.1				
ENSGALG00000031627	ENSGALG00000031627	0.4		0.1	1.0		0.2			1.0
ENSGALG00000031628	ENSGALG00000031628	0.5	0.4	0.4	0.7	0.1	0.9		0.6	42.0
ENSGALG00000031629	ENSGALG00000031629	10.0	15.0	8.0	13.0	11.0	18.0	7.0	12.0	5.0
ENSGALG00000031630	ENSGALG00000031630	1.0	1.0	0.7	0.9	0.3	2.0	0.5	2.0	2.0
ENSGALG00000031631	SDHAF4	60.0	56.0	60.0	58.0	36.0	43.0	43.0	44.0	209.0
ENSGALG00000031632	ENSGALG00000031632									0.1
ENSGALG00000031633	ENSGALG00000031633	0.6	0.8	0.1	0.7		0.9		1.0	12.0
ENSGALG00000031635	VPS41	54.0	56.0	15.0	50.0	32.0	43.0	13.0	67.0	76.0
ENSGALG00000031636	ENSGALG00000031636	0.2			0.2	0.1				1.0
ENSGALG00000031637	LICOS	4.0	60.0	0.4	7.0	11.0	17.0	0.4	140.0	6.0
ENSGALG00000031638	ENSGALG00000031638	60.0	100.0	29.0	12.0	5.0	43.0	4.0	90.0	4.0
ENSGALG00000031639	ENSGALG00000031639	0.4	2.0	0.5	0.4	0.1	1.0	0.1	0.2	58.0
ENSGALG00000031640	ENSGALG00000031640	25.0	54.0	26.0	45.0	22.0	43.0	13.0	35.0	86.0
ENSGALG00000031641	ENSGALG00000031641	0.9	5.0	1.0	3.0	1.0	5.0	0.2	7.0	1.0
ENSGALG00000031642	ILK	49.0	217.0	139.0	93.0	54.0	331.0	26.0	269.0	26.0
ENSGALG00000031643	ENSGALG00000031643									7.0
ENSGALG00000031644	ENSGALG00000031644	0.1								0.1
ENSGALG00000031645	ENSGALG00000031645						0.2			0.5
ENSGALG00000031647	ENSGALG00000031647	0.8	2.0	0.7	3.0	4.0	2.0		0.4	111.0
ENSGALG00000031648	ENSGALG00000031648	25.0	16.0	11.0	10.0	5.0	26.0	6.0	28.0	72.0
ENSGALG00000031649	ENSGALG00000031649	0.2								0.1
ENSGALG00000031650	ENSGALG00000031650	2.0	3.0	0.5	3.0	0.2	5.0	0.1	2.0	48.0
ENSGALG00000031651	ENSGALG00000031651	0.2	2.0	0.2	0.3	0.6	0.3	0.5	0.8	10.0
ENSGALG00000031652	ENSGALG00000031652	249.0	0.2		3.0				0.1	3.0
ENSGALG00000031656	EYA4	0.2	0.1	0.1	0.2		2.0	7.0	10.0	0.4
ENSGALG00000031657	IFITM10	12.0	3.0	1.0	1.0		3.0		0.9	0.2
ENSGALG00000031659	ENSGALG00000031659	2.0				17.0	0.4			1.0
ENSGALG00000031660	ENSGALG00000031660	1.0	1.0	0.3	1.0	0.4	1.0		2.0	1.0
ENSGALG00000031661	ENSGALG00000031661				2.0	0.4				
ENSGALG00000031662	ENSGALG00000031662						0.7			
ENSGALG00000031663	SEC11C	58.0	81.0	32.0	45.0	34.0	100.0	11.0	87.0	114.0
ENSGALG00000031666	CCDC91	13.0	16.0	19.0	13.0	4.0	16.0	6.0	21.0	55.0
ENSGALG00000031667	ENSGALG00000031667				0.2		0.2		0.1	0.4
ENSGALG00000031668	ENSGALG00000031668	18.0	22.0	12.0	21.0	7.0	34.0	8.0	80.0	11.0
ENSGALG00000031669	ENSGALG00000031669	3.0	0.5	0.1	0.2	0.2	0.1		1.0	
ENSGALG00000031670	ENSGALG00000031670									2.0
ENSGALG00000031671	ENSGALG00000031671		0.2	0.2			0.4		2.0	
ENSGALG00000031673	ENSGALG00000031673	0.2	0.2							
ENSGALG00000031674	ENSGALG00000031674	6.0	4.0	1.0	3.0	2.0	1.0	0.3	5.0	2.0
ENSGALG00000031677	ENSGALG00000031677	5.0	30.0	19.0	20.0	13.0	17.0	3.0	17.0	1.0
ENSGALG00000031678	ENSGALG00000031678	1.0	3.0	1.0	3.0	3.0	2.0	0.6	7.0	1.0
ENSGALG00000031679	POLE4	98.0	40.0	18.0	30.0	22.0	42.0	4.0	64.0	33.0
ENSGALG00000031680	ENSGALG00000031680	38.0	34.0	15.0	36.0	27.0	22.0	6.0	22.0	39.0
ENSGALG00000031681	M6PR	105.0	185.0	28.0	132.0	130.0	149.0	39.0	268.0	75.0
ENSGALG00000031683	ENSGALG00000031683	2.0	13.0	2.0	1.0	2.0	9.0		16.0	18.0
ENSGALG00000031684	RCC2	24.0	78.0	15.0	54.0	40.0	60.0	10.0	146.0	59.0
ENSGALG00000031685	ENSGALG00000031685	0.2		0.3	0.3		1.0		0.2	
ENSGALG00000031686	ENSGALG00000031686				0.2	0.1			0.2	
ENSGALG00000031687	ENSGALG00000031687	0.8	2.0	0.8	1.0	1.0	6.0		1.0	0.7
ENSGALG00000031688	ENSGALG00000031688	4.0	15.0	1.0	6.0	5.0	16.0	1.0	18.0	44.0
ENSGALG00000031689	ENSGALG00000031689	2.0	0.4		0.3		0.8			2.0
ENSGALG00000031690	ENSGALG00000031690	122.0	24.0	67.0	11.0	7.0	99.0	81.0	14.0	9.0
ENSGALG00000031691	ENSGALG00000031691	0.6	1.0	0.3	1.0	0.1	0.6	0.1	1.0	2.0
ENSGALG00000031692	ENSGALG00000031692	0.1								
ENSGALG00000031693	ENSGALG00000031693	2.0	2.0	0.1	0.7	30.0	0.3	0.2	8.0	0.6
ENSGALG00000031694	ENSGALG00000031694						0.1			
ENSGALG00000031696	ENSGALG00000031696				0.1					
ENSGALG00000031698	ENSGALG00000031698	0.1	0.7		0.1	0.7	0.8			4.0
ENSGALG00000031699	NEDD1	4.0	23.0	5.0	9.0	7.0	17.0	11.0	31.0	75.0
ENSGALG00000031700	TRPS1	2.0	4.0	0.3	1.0	0.1	3.0	0.3	7.0	61.0
ENSGALG00000031701	ENSGALG00000031701	0.2	0.1		0.1	2.0	0.8		0.5	
ENSGALG00000031702	ENSGALG00000031702	14.0	16.0	4.0	14.0	10.0	23.0	3.0	39.0	10.0
ENSGALG00000031703	ENSGALG00000031703									0.1
ENSGALG00000031707	ENSGALG00000031707	0.6	1.0	0.2	117.0	0.2	15.0		1.0	14.0
ENSGALG00000031708	ENSGALG00000031708	0.1								3.0
ENSGALG00000031709	ENSGALG00000031709	0.1	3.0	0.1	0.3		2.0		5.0	0.9
ENSGALG00000031713	POU6F2	0.1	0.1	0.7			0.3	0.4	0.3	1.0
ENSGALG00000031714	ENSGALG00000031714	0.1	0.7	0.1	0.2	0.3	1.0	0.1	0.5	0.5
ENSGALG00000031715	ENSGALG00000031715							0.2		
ENSGALG00000031716	ENSGALG00000031716	0.5	0.8	0.5	0.9	0.4	2.0	0.1	1.0	1.0
ENSGALG00000031717	ENSGALG00000031717						0.2			4.0
ENSGALG00000031718	CSNK2A2	62.0	113.0	35.0	53.0	65.0	109.0	53.0	160.0	162.0
ENSGALG00000031719	ENSGALG00000031719		0.3							8.0
ENSGALG00000031720	LGI1	92.0	5.0	0.6	2.0	0.6	5.0	0.7	0.8	9.0
ENSGALG00000031721	ENSGALG00000031721	35.0	3.0	2.0	2.0	1.0	9.0	1.0	21.0	5.0
ENSGALG00000031722	ENSGALG00000031722		6.0		0.5		3.0		2.0	
ENSGALG00000031723	ENSGALG00000031723	212.0	174.0	207.0	122.0	95.0	296.0	237.0	190.0	112.0
ENSGALG00000031724	ENSGALG00000031724					1.0				
ENSGALG00000031725	ENSGALG00000031725	0.1	1.0	0.4	0.1	0.4	1.0		0.1	8.0
ENSGALG00000031726	MAPRE3	224.0	80.0	59.0	58.0	33.0	51.0	59.0	49.0	1450.0
ENSGALG00000031727	ENSGALG00000031727									0.1
ENSGALG00000031729	MOB3A	18.0	81.0	23.0	41.0	27.0	99.0	2.0	71.0	57.0
ENSGALG00000031730	ENSGALG00000031730	6.0	3.0	0.7	0.3		4.0		6.0	0.1
ENSGALG00000031732	ENSGALG00000031732		0.3	0.1	0.2	3.0			0.5	0.3
ENSGALG00000031733	ENSGALG00000031733	0.2	0.5	0.2	0.3	0.1	0.7		0.4	0.4
ENSGALG00000031734	AQP11	3.0	21.0	1.0	46.0	12.0	8.0	0.5	0.1	6.0
ENSGALG00000031735	CD5	0.2	17.0	0.8	2.0	2.0	9.0	0.3	62.0	
ENSGALG00000031736	ENSGALG00000031736	2.0			0.3		2.0			0.9
ENSGALG00000031737	ENSGALG00000031737		282.0		39.0					
ENSGALG00000031738	ENSGALG00000031738	0.2				0.1				
ENSGALG00000031739	ENSGALG00000031739									0.6
ENSGALG00000031740	ENSGALG00000031740	0.2	0.3		0.2	0.1	0.3		0.6	0.2
ENSGALG00000031741	PTK2	54.0	82.0	10.0	52.0	24.0	127.0	23.0	74.0	21.0
ENSGALG00000031742	ENSGALG00000031742	6.0	1.0	0.5	0.7	0.3	2.0		0.5	0.4
ENSGALG00000031744	ENSGALG00000031744							42.0		
ENSGALG00000031746	ENSGALG00000031746	0.1	0.7	0.1	0.6	0.2	0.7		0.6	0.5
ENSGALG00000031747	ENSGALG00000031747	52.0	7.0	8.0	9.0	5.0	24.0	0.9	47.0	8.0
ENSGALG00000031748	ENSGALG00000031748	0.2				0.1			0.3	
ENSGALG00000031751	SCRN3	23.0	29.0	21.0	20.0	14.0	29.0	52.0	26.0	28.0
ENSGALG00000031752	ENSGALG00000031752	14.0	4.0	1.0	2.0	1.0	5.0	0.3	23.0	
ENSGALG00000031754	KCNG2	15.0	5.0	6.0	6.0		2.0	8.0	3.0	37.0
ENSGALG00000031755	ENSGALG00000031755	0.3	0.1	0.2	0.3	0.1	1.0	0.1	0.1	
ENSGALG00000031756	ENSGALG00000031756	0.2	0.1	0.1	0.1	0.1	0.7		0.5	
ENSGALG00000031757	ENSGALG00000031757	0.1	0.1				0.2			
ENSGALG00000031758	SUGCT	1.0	3.0	2.0	85.0	10.0	1.0	0.1	2.0	49.0
ENSGALG00000031761	ENSGALG00000031761	0.5							0.2	
ENSGALG00000031762	TMEM98	0.5	15.0	0.4	15.0	29.0	3.0	0.2	2.0	
ENSGALG00000031763	EDARADD	5.0	10.0	0.2	5.0	9.0	5.0	0.1	20.0	22.0
ENSGALG00000031765	ENSGALG00000031765				0.7	0.2				
ENSGALG00000031766	PPP1R7	179.0	86.0	78.0	66.0	16.0	102.0	75.0	88.0	1273.0
ENSGALG00000031767	ENSGALG00000031767		0.5			0.1			0.1	2.0
ENSGALG00000031768	SPO11	0.2	0.3		0.1		0.2		0.2	25.0
ENSGALG00000031769	ENSGALG00000031769	0.2	2.0	0.4	2.0	0.6	0.8		4.0	43.0
ENSGALG00000031770	ENSGALG00000031770					0.1				
ENSGALG00000031771	ENSGALG00000031771	0.2								
ENSGALG00000031772	ENSGALG00000031772	0.5	7.0	3.0	7.0	7.0	3.0	0.2	6.0	60.0
ENSGALG00000031773	ENSGALG00000031773	0.1								1.0
ENSGALG00000031774	ENSGALG00000031774						0.1			7.0
ENSGALG00000031776	NFASC	34.0	2.0	0.7	13.0	5.0	6.0	0.4	4.0	14.0
ENSGALG00000031777	ENSGALG00000031777						0.4			
ENSGALG00000031778	ENSGALG00000031778									0.1
ENSGALG00000031780	ENSGALG00000031780	4.0	4.0	8.0	3.0	21.0	13.0	4.0	16.0	24.0
ENSGALG00000031781	ENSGALG00000031781	0.2	0.4	0.3	1.0	0.7	0.4	0.1	0.7	47.0
ENSGALG00000031782	ENSGALG00000031782	0.9	0.8	2.0	0.9	1.0	1.0	0.6	0.4	0.4
ENSGALG00000031783	ENSGALG00000031783	0.3	0.9	0.1	1.0	1.0	2.0		2.0	0.9
ENSGALG00000031784	ENSGALG00000031784	33.0	32.0	21.0	20.0	16.0	57.0	18.0	43.0	8.0
ENSGALG00000031785	ENSGALG00000031785	6.0	49.0	0.6	25.0	8.0	86.0		18.0	24.0
ENSGALG00000031786	BLVRA	18.0	40.0	0.4	26.0	3.0	8.0	3.0	28.0	15.0
ENSGALG00000031787	ENSGALG00000031787	0.1	0.1	0.1	0.7	0.1	0.3			0.6
ENSGALG00000031788	ENSGALG00000031788					0.1				
ENSGALG00000031789	ENSGALG00000031789	2.0	4.0	2.0	3.0	2.0	10.0	0.5	6.0	26.0
ENSGALG00000031791	ENSGALG00000031791	0.1								
ENSGALG00000031792	ENSGALG00000031792	0.2	2.0	0.2	0.4	3.0	2.0		13.0	0.1
ENSGALG00000031793	ENSGALG00000031793	0.1				0.1				0.5
ENSGALG00000031794	PDCD1LG2	0.2	28.0	0.2	1.0	28.0	11.0		138.0	0.1
ENSGALG00000031795	ENSGALG00000031795	0.1	0.6							0.2
ENSGALG00000031796	SP3	19.0	67.0	6.0	29.0	15.0	72.0	13.0	113.0	25.0
ENSGALG00000031797	JAGN1	75.0	54.0	18.0	48.0	49.0	21.0	23.0	23.0	29.0
ENSGALG00000031798	ENSGALG00000031798	7.0	2.0	0.8	2.0	2.0	0.3	0.3	0.4	18.0
ENSGALG00000031799	ENSGALG00000031799	0.1	0.6							0.1
ENSGALG00000031800	ENSGALG00000031800									0.2
ENSGALG00000031801	ENSGALG00000031801	4.0	0.5			0.1	0.1		2.0	
ENSGALG00000031802	ENSGALG00000031802	99.0	21.0	9.0	11.0	16.0	50.0	13.0	34.0	23.0
ENSGALG00000031803	ENSGALG00000031803									11.0
ENSGALG00000031804	ENSGALG00000031804	0.2		0.9		0.5	1.0		0.5	
ENSGALG00000031805	ENSGALG00000031805	0.2	1.0	0.3	0.8	0.5	1.0		1.0	0.8
ENSGALG00000031807	ENSGALG00000031807	0.1	16.0		0.2	0.2	1.0		1.0	2.0
ENSGALG00000031808	ENSGALG00000031808									0.1
ENSGALG00000031810	ENSGALG00000031810	0.2			0.1		0.3			0.6
ENSGALG00000031811	ENSGALG00000031811									4.0
ENSGALG00000031812	TDRKH	14.0	1.0	0.4	0.5	0.1	0.9		2.0	100.0
ENSGALG00000031813	CASC3	25.0	29.0	18.0	24.0	16.0	73.0	11.0	41.0	146.0
ENSGALG00000031814	USP45	0.9	1.0	0.2	1.0	0.5	3.0	0.6	2.0	5.0
ENSGALG00000031815	ENSGALG00000031815	0.9	0.1	0.1			0.3	0.5	0.4	0.1
ENSGALG00000031817	ENSGALG00000031817	0.2	4.0	1.0	0.6	0.1	6.0	1.0	1.0	4.0
ENSGALG00000031818	ENSGALG00000031818		6.0							
ENSGALG00000031820	ENSGALG00000031820	0.5	3.0	0.6	3.0	2.0	4.0	0.1	6.0	6.0
ENSGALG00000031821	C12orf49	160.0	41.0	12.0	22.0	11.0	29.0	31.0	27.0	20.0
ENSGALG00000031822	ENSGALG00000031822	0.1		0.3	0.1	0.1	0.4		2.0	
ENSGALG00000031823	ENSGALG00000031823								0.6	
ENSGALG00000031824	ENSGALG00000031824	5.0	7.0	2.0	7.0	7.0	5.0	1.0	5.0	10.0
ENSGALG00000031825	ENSGALG00000031825	45.0	2.0	0.1	0.5	0.1	2.0		8.0	3.0
ENSGALG00000031826	MYOT	0.1	0.2	322.0	3.0		0.1	1435.0		5.0
ENSGALG00000031827	ENSGALG00000031827		0.1		0.1		0.4		0.3	3.0
ENSGALG00000031829	ENSGALG00000031829	0.1	0.2	0.1	0.2	0.2	0.4		0.4	12.0
ENSGALG00000031830	ENSGALG00000031830	3.0	12.0	3.0	7.0	3.0	12.0	0.2	18.0	7.0
ENSGALG00000031831	ENSGALG00000031831	0.1								0.3
ENSGALG00000031832	IKBKB	13.0	54.0	16.0	40.0	23.0	53.0	11.0	70.0	29.0
ENSGALG00000031833	ENSGALG00000031833	0.1	1.0	0.4	0.5	0.2	3.0	0.1	0.9	0.5
ENSGALG00000031834	ENSGALG00000031834									0.1
ENSGALG00000031835	ENSGALG00000031835	4.0	4.0	1.0	3.0	3.0	7.0	0.3	27.0	19.0
ENSGALG00000031836	ENSGALG00000031836	0.2	0.1						0.3	0.1
ENSGALG00000031837	ENSGALG00000031837	0.2	0.2			0.1			4.0	3.0
ENSGALG00000031838	ENSGALG00000031838	0.1						0.1		
ENSGALG00000031839	ENSGALG00000031839	0.9	4.0	5.0	2.0	2.0	5.0	5.0	5.0	5.0
ENSGALG00000031840	ENSGALG00000031840	0.2	0.2							1.0
ENSGALG00000031841	SLX4	4.0	9.0	2.0	7.0	4.0	14.0	1.0	18.0	47.0
ENSGALG00000031842	ENSGALG00000031842	0.2	0.9		0.6	0.3	0.2		2.0	1.0
ENSGALG00000031843	ARHGAP18	13.0	76.0	2.0	41.0	5.0	70.0	3.0	96.0	28.0
ENSGALG00000031844	ENSGALG00000031844	23.0	23.0	2.0	13.0	5.0	26.0	0.8	88.0	3.0
ENSGALG00000031845	ENSGALG00000031845	164.0	42.0	28.0	22.0	14.0	49.0	19.0	49.0	22.0
ENSGALG00000031846	ENSGALG00000031846	0.4	5.0	3.0	3.0	2.0	9.0		9.0	7.0
ENSGALG00000031847	ENSGALG00000031847									4.0
ENSGALG00000031849	ENSGALG00000031849	11.0	35.0		0.2	0.1	0.3		4.0	5.0
ENSGALG00000031850	ENSGALG00000031850	0.7	1.0	0.3	0.7	0.2	2.0		2.0	4.0
ENSGALG00000031851	PAPD5	13.0	30.0	6.0	37.0	28.0	41.0	5.0	43.0	76.0
ENSGALG00000031852	ENSGALG00000031852	0.2	0.9	0.1	0.6	0.7	0.4		0.9	0.4
ENSGALG00000031853	ENSGALG00000031853	37.0	23.0	44.0	32.0	30.0	16.0	59.0	33.0	7.0
ENSGALG00000031854	ENSGALG00000031854	0.1			0.1	0.1	0.3		0.1	2.0
ENSGALG00000031856	ENSGALG00000031856	0.4	4.0	1.0	3.0	3.0	7.0	0.8	6.0	9.0
ENSGALG00000031857	ENSGALG00000031857		0.1		0.1	0.1	0.1		0.2	
ENSGALG00000031858	ENSGALG00000031858	1.0	4.0	0.5	4.0	1.0	2.0	0.3	8.0	4.0
ENSGALG00000031859	NKX3-2	0.3	29.0	3.0	0.3		0.4	0.2	16.0	19.0
ENSGALG00000031860	ADHFE1	3.0	27.0	42.0	199.0	146.0	13.0	50.0	7.0	13.0
ENSGALG00000031862	BCL11B	35.0	26.0	0.1	2.0	1.0	6.0		96.0	0.5
ENSGALG00000031863	MCMDC2	0.4	2.0	0.2	0.9	2.0	1.0		3.0	36.0
ENSGALG00000031865	ENSGALG00000031865	34.0	31.0	7.0	11.0	4.0	33.0	12.0	23.0	26.0
ENSGALG00000031866	ENSGALG00000031866	1.0	0.6	5.0			0.1	0.6		0.3
ENSGALG00000031867	ENSGALG00000031867	91.0	0.4	0.1			0.3		1.0	3.0
ENSGALG00000031869	ENSGALG00000031869	0.1	0.1	0.1			1.0		3.0	0.2
ENSGALG00000031870	ENSGALG00000031870									6.0
ENSGALG00000031872	AGMAT	1.0	6.0	2.0	40.0	93.0	5.0	0.3	4.0	4.0
ENSGALG00000031873	ENSGALG00000031873	2.0				0.1	0.1		0.3	
ENSGALG00000031874	ENSGALG00000031874	8.0	74.0	26.0	41.0	59.0	121.0	33.0	49.0	2.0
ENSGALG00000031875	ENSGALG00000031875	3.0	12.0	3.0	5.0	5.0	21.0	2.0	15.0	27.0
ENSGALG00000031876	ENSGALG00000031876			0.4			0.8		0.3	0.3
ENSGALG00000031877	ENSGALG00000031877					0.1	0.1		0.4	
ENSGALG00000031880	ENSGALG00000031880	0.2								0.2
ENSGALG00000031881	ENSGALG00000031881	7.0	16.0	6.0	14.0	9.0	32.0	0.4	22.0	4.0
ENSGALG00000031882	ENSGALG00000031882		0.2							0.1
ENSGALG00000031883	ENSGALG00000031883		0.1		0.4					0.1
ENSGALG00000031884	ENSGALG00000031884	0.2	0.6	0.1		0.1	0.8		0.4	6.0
ENSGALG00000031885	ENSGALG00000031885		2.0	0.9		0.9			0.9	8.0
ENSGALG00000031887	ENSGALG00000031887	0.1	1.0		0.5	0.1	0.2			
ENSGALG00000031888	ENSGALG00000031888	0.1	4.0	0.2	1.0	1.0	2.0		47.0	0.4
ENSGALG00000031889	ENSGALG00000031889	8.0	12.0	0.1	5.0	2.0	3.0		11.0	75.0
ENSGALG00000031890	YBX3	6.0	169.0	116.0	65.0	51.0	254.0	705.0	105.0	79.0
ENSGALG00000031891	ENSGALG00000031891	0.2	0.3	0.1	0.5	0.3	2.0		0.8	
ENSGALG00000031892	ENSGALG00000031892	9.0	2.0		0.1	0.7	0.3		5.0	0.2
ENSGALG00000031893	RALA	42.0	47.0	25.0	27.0	17.0	73.0	25.0	39.0	149.0
ENSGALG00000031894	PLA2 IIE									3.0
ENSGALG00000031895	SDK2	16.0	5.0	9.0	2.0	2.0	5.0	0.2	5.0	1.0
ENSGALG00000031896	ENSGALG00000031896	8.0	10.0	13.0	10.0	4.0	12.0	7.0	25.0	3.0
ENSGALG00000031897	ENSGALG00000031897	0.2	0.4		1.0	0.2				
ENSGALG00000031898	ENSGALG00000031898									0.2
ENSGALG00000031899	ENSGALG00000031899	13.0	5.0	3.0	6.0	2.0	10.0	3.0	8.0	23.0
ENSGALG00000031900	ENSGALG00000031900	3.0	2.0	0.8	4.0	2.0	3.0	0.1	2.0	47.0
ENSGALG00000031901	EDbeta				0.4					
ENSGALG00000031902	ENSGALG00000031902	234.0	26.0	23.0	28.0	21.0	26.0	227.0	29.0	47.0
ENSGALG00000031905	ENSGALG00000031905									0.1
ENSGALG00000031906	FAM83C		17.0		0.6		0.8		0.1	4.0
ENSGALG00000031908	ENSGALG00000031908	0.2	1.0							
ENSGALG00000031909	ENSGALG00000031909	0.1	2.0	0.1	0.2	0.1	0.3		0.6	6.0
ENSGALG00000031913	ENSGALG00000031913					0.1				
ENSGALG00000031916	ENSGALG00000031916	9.0	1.0	0.1	0.8	6.0	3.0		24.0	1.0
ENSGALG00000031917	ANKIB1	10.0	18.0	3.0	31.0	5.0	22.0	9.0	27.0	14.0
ENSGALG00000031918	RAD51D	3.0	13.0	8.0	9.0	5.0	9.0	3.0	19.0	13.0
ENSGALG00000031919	ENSGALG00000031919	0.3	1.0	0.2	0.2	0.7	1.0		1.0	1.0
ENSGALG00000031920	FOXF2	3.0	21.0				9.0			0.2
ENSGALG00000031921	ENSGALG00000031921	0.1	0.1			0.1				4.0
ENSGALG00000031922	TRMU	11.0	15.0	14.0	13.0	10.0	16.0	8.0	33.0	53.0
ENSGALG00000031923	ENSGALG00000031923	2.0	0.2	0.1	0.2		0.8		0.7	0.4
ENSGALG00000031924	ENSGALG00000031924	0.1	0.9	0.8	0.3	0.4	1.0	0.1	4.0	
ENSGALG00000031925	ENSGALG00000031925	0.2								
ENSGALG00000031927	ENSGALG00000031927				0.1		0.1			0.2
ENSGALG00000031928	SPTLC2	2.0	41.0	5.0	19.0	6.0	22.0	3.0	32.0	43.0
ENSGALG00000031929	ENSGALG00000031929	5.0	4.0	4.0	2.0	0.2	29.0	1.0	14.0	0.6
ENSGALG00000031930	ENSGALG00000031930	0.2		0.1	0.2	0.1	0.3		0.2	
ENSGALG00000031931	ENSGALG00000031931								0.4	
ENSGALG00000031932	AGPAT3	51.0	16.0	7.0	67.0	69.0	27.0	29.0	47.0	18.0
ENSGALG00000031933	ENSGALG00000031933	24.0	27.0	18.0	24.0	23.0	23.0	16.0	17.0	101.0
ENSGALG00000031934	TES	2.0	159.0	6.0	10.0	3.0	20.0	2.0	52.0	32.0
ENSGALG00000031936	ENSGALG00000031936			0.6	0.3					2.0
ENSGALG00000031937	ENSGALG00000031937		0.1		0.1		0.5		0.1	4.0
ENSGALG00000031938	ENSGALG00000031938	0.2	0.5	1.0	1.0	0.2	1.0		0.6	1.0
ENSGALG00000031939	ENSGALG00000031939	0.5	2.0	2.0	2.0	0.9	4.0	0.1	3.0	0.9
ENSGALG00000031940	ENSGALG00000031940	93.0	64.0	24.0	44.0	21.0	104.0	17.0	46.0	190.0
ENSGALG00000031942	gga-mir-1612	0.2	4.0			1.0			11.0	2.0
ENSGALG00000031943	ENSGALG00000031943	0.2		2.0	0.6	0.6	0.3	0.4	0.1	0.3
ENSGALG00000031944	ENSGALG00000031944	14.0	61.0	11.0	29.0	20.0	53.0	12.0	75.0	47.0
ENSGALG00000031945	ENSGALG00000031945	0.2	2.0	2.0	2.0	0.1	2.0	0.1	3.0	0.5
ENSGALG00000031946	ENSGALG00000031946	0.1			5.0				0.1	0.2
