# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-513
# Selected columns: 16 (all)
# Timestamp: Sat, 25-Aug-2018 02:48:02
Gene ID	Gene Name	adipose tissue	adrenal gland	brain	breast	colon	heart	kidney	leukocyte	liver	lung	lymph node	ovary	prostate gland	skeletal muscle tissue	testis	thyroid gland
ENSG00000182574	Z97985.1	0.2	0.9	0.4	0.5			0.2		0.1	0.7	0.5	0.2	0.2		0.5	0.9
ENSG00000182575	NXPH3	4.0	5.0	11.0	4.0	12.0	0.8	0.3		0.1	4.0	6.0	8.0	27.0	1.0	13.0	2.0
ENSG00000182578	CSF1R	18.0	36.0	19.0	29.0	3.0	7.0	12.0	249.0	11.0	17.0	25.0	17.0	23.0	4.0	13.0	8.0
ENSG00000182580	EPHB3	0.8	1.0	1.0	9.0	4.0	0.2	3.0	2.0	0.2	4.0	2.0	20.0	8.0	0.1	4.0	0.6
ENSG00000182583	VCX		0.2	0.6												22.0	
ENSG00000182584	ACTL10	0.8	2.0		0.6	0.4	0.1	1.0	1.0	0.2	0.4	0.4	0.9	0.8	0.1	21.0	0.4
ENSG00000182585	EPGN						0.1	0.2			0.5	0.2	0.6	2.0		3.0	
ENSG00000182586	LINC00334		0.2	1.0	0.1	0.1	0.2	0.3			0.2	0.4	0.5	0.5		1.0	0.2
ENSG00000182591	KRTAP11-1															0.2	
ENSG00000182600	C2orf82	0.1	0.2	11.0	2.0	1.0	0.2	0.6		0.6	0.7	0.7	0.6	0.7	0.2	1.0	0.3
ENSG00000182601	HS3ST4			36.0	1.0	0.1						0.2	0.1	0.8		1.0	0.1
ENSG00000182606	TRAK1	12.0	26.0	28.0	24.0	11.0	44.0	15.0	21.0	3.0	23.0	16.0	16.0	25.0	29.0	12.0	43.0
ENSG00000182612	TSPAN10	0.7	3.0	1.0	2.0	0.4	0.2	1.0	0.5	0.4	0.7	1.0	2.0	2.0	0.3	1.0	2.0
ENSG00000182613	OR2V2			0.1									0.6				
ENSG00000182621	PLCB1	4.0	4.0	48.0	4.0	10.0	2.0	7.0	4.0	1.0	7.0	3.0	5.0	14.0	1.0	4.0	3.0
ENSG00000182625	AC091046.1		0.3														
ENSG00000182628	SKA2	15.0	42.0	58.0	37.0	25.0	20.0	26.0	27.0	10.0	21.0	26.0	58.0	37.0	4.0	38.0	58.0
ENSG00000182632	CCNYL2	0.1	0.5	1.0	0.3			0.3	0.1		0.2	0.2	0.4	0.2		3.0	0.2
ENSG00000182636	NDN	66.0	85.0	109.0	124.0	50.0	19.0	29.0	1.0	4.0	33.0	45.0	205.0	87.0	5.0	126.0	43.0
ENSG00000182645	CCDC172			0.1												26.0	
ENSG00000182648	LINC01006	3.0	4.0	5.0	3.0	3.0	2.0	3.0	3.0	1.0	3.0	4.0	3.0	3.0	1.0	9.0	7.0
ENSG00000182652	OR4Q3						0.2									0.4	
ENSG00000182667	NTM	0.4	2.0	54.0	17.0	2.0	0.7	0.5	0.1		2.0	0.7	0.5	3.0	0.3	1.0	0.5
ENSG00000182670	TTC3	37.0	32.0	62.0	55.0	23.0	10.0	21.0	31.0	16.0	22.0	30.0	71.0	52.0	8.0	50.0	46.0
ENSG00000182674	KCNB2		0.4	4.0	0.3	0.1		0.1			0.1	0.4	0.1	0.2		0.3	0.1
ENSG00000182676	PPP1R27	0.4	0.4	0.1	3.0			0.1		0.2		2.0	0.1	0.4	127.0	5.0	74.0
ENSG00000182685	BRICD5	0.7	2.0	3.0	0.8	1.0	0.7	2.0	0.7	0.5	3.0	17.0	3.0	3.0	0.3	3.0	3.0
ENSG00000182687	GALR2	0.1	0.2	0.2	0.2	3.0				0.1		1.0	0.1			0.5	0.1
ENSG00000182698	RESP18			0.6												1.0	
ENSG00000182700	IGIP	15.0	7.0	69.0	30.0	31.0	11.0	32.0	13.0	5.0	22.0	25.0	31.0	44.0	13.0	29.0	13.0
ENSG00000182704	TSKU	38.0	11.0	2.0	90.0	8.0	5.0	42.0	0.4	205.0	15.0	10.0	51.0	34.0	2.0	27.0	50.0
ENSG00000182712	CMC4										0.1			0.2	0.1		
ENSG00000182718	ANXA2	127.0	163.0	12.0	297.0	66.0	23.0	81.0	164.0	14.0	288.0	98.0	81.0	122.0	34.0	80.0	107.0
ENSG00000182722	SEPHS1P1	0.1	0.9	2.0		0.1	0.1	0.3			0.6	0.2	0.4			1.0	0.9
ENSG00000182732	RGS6	8.0	0.6	8.0	2.0	3.0	5.0	0.4	2.0		2.0	2.0	0.8	1.0	0.3	4.0	2.0
ENSG00000182742	HOXB4	3.0	6.0		5.0	8.0	0.4	6.0	3.0	0.4	11.0	13.0	3.0	5.0	0.4	4.0	2.0
ENSG00000182747	SLC35D3		0.1			0.8			0.4			0.5				0.1	0.1
ENSG00000182749	PAQR7	8.0	16.0	8.0	8.0	7.0	1.0	26.0	13.0	2.0	9.0	8.0	160.0	30.0	2.0	41.0	13.0
ENSG00000182752	PAPPA	1.0	2.0	0.3	0.2	3.0	0.8	5.0		0.1	2.0	2.0	2.0	4.0	0.1	2.0	2.0
ENSG00000182759	MAFA	0.3	0.2		0.7	0.2	0.3	0.1			0.3	0.3		0.2	16.0	7.0	9.0
ENSG00000182768	NGRN	13.0	20.0	33.0	18.0	11.0	8.0	11.0	10.0	4.0	18.0	13.0	33.0	19.0	13.0	17.0	31.0
ENSG00000182771	GRID1	1.0	3.0	16.0	1.0	1.0	0.9	0.4		0.1	1.0	2.0	5.0	2.0	0.6	4.0	17.0
ENSG00000182774	RPS17	338.0	531.0	150.0	275.0	452.0	84.0	186.0	716.0	195.0	617.0	757.0	690.0	825.0	230.0	324.0	328.0
ENSG00000182782	HCAR2	9.0	0.3	0.1	39.0	0.8	0.3	1.0	36.0		32.0	6.0	0.1	9.0	0.4	2.0	0.4
ENSG00000182791	CCDC87	0.3	0.3	0.6	0.2		0.1	0.6		0.1			0.4	0.1	0.4	20.0	2.0
ENSG00000182793	GSTA5												0.1			0.8	0.1
ENSG00000182795	C1orf116	0.1	0.1	0.5	5.0	2.0	0.3	8.0	1.0	0.3	52.0	0.3	1.0	18.0	0.5	0.5	11.0
ENSG00000182796	TMEM198B	8.0	12.0	6.0	8.0	5.0	3.0	4.0	3.0	3.0	9.0	9.0	12.0	12.0	2.0	10.0	10.0
ENSG00000182798	MAGEB17			0.3			0.1					0.5			0.4	4.0	0.1
ENSG00000182809	CRIP2	50.0	77.0	21.0	44.0	25.0	72.0	27.0	3.0	6.0	57.0	39.0	33.0	38.0	7.0	40.0	34.0
ENSG00000182810	DDX28	3.0	23.0	9.0	7.0	2.0	5.0	8.0	29.0	9.0	1.0	6.0	13.0	9.0	12.0	10.0	21.0
ENSG00000182814	FUNDC2P2		0.8		0.2	0.5	0.1	0.3	2.0				0.9	0.1		24.0	0.8
ENSG00000182824	LINC01662			0.2									0.5	0.5		2.0	0.4
ENSG00000182827	ACBD3	99.0	58.0	58.0	66.0	45.0	22.0	52.0	79.0	22.0	85.0	58.0	108.0	68.0	44.0	84.0	101.0
ENSG00000182831	C16orf72	13.0	15.0	14.0	18.0	11.0	9.0	12.0	37.0	7.0	19.0	19.0	22.0	21.0	11.0	19.0	20.0
ENSG00000182836	PLCXD3	11.0	32.0	26.0	2.0	5.0	71.0	11.0		1.0	3.0	27.0	77.0	7.0	1.0	6.0	6.0
ENSG00000182841	RRP7BP	2.0	8.0	3.0	3.0	2.0	0.5	1.0	0.8	0.9	5.0	3.0	8.0	6.0	0.6	3.0	3.0
ENSG00000182853	VMO1	10.0	4.0	2.0	1.0	2.0	0.2	2.0	3.0	6.0	15.0	5.0	2.0	2.0	0.4	2.0	2.0
ENSG00000182858	ALG12	2.0	6.0	2.0	4.0	3.0	2.0	6.0	4.0	4.0	3.0	7.0	7.0	6.0	3.0	4.0	7.0
ENSG00000182866	LCK	1.0	51.0	0.2	2.0	0.5	0.3	2.0	139.0	0.9	17.0	127.0	3.0	2.0		3.0	2.0
ENSG00000182870	GALNT9	0.1	0.3	8.0		0.2		1.0			0.1	0.2	0.9	0.4		0.6	2.0
ENSG00000182871	COL18A1	86.0	30.0	9.0	37.0	27.0	8.0	43.0	3.0	51.0	25.0	23.0	72.0	32.0	4.0	42.0	42.0
ENSG00000182872	RBM10	23.0	33.0	16.0	20.0	18.0	7.0	22.0	33.0	8.0	18.0	29.0	57.0	41.0	15.0	22.0	42.0
ENSG00000182873	PRKCZ-AS1	2.0	7.0	6.0	3.0	2.0	0.2	3.0	2.0	0.1	5.0	6.0	15.0	2.0	0.5	5.0	7.0
ENSG00000182885	ADGRG3	8.0	3.0	0.4	0.2	3.0	0.4	0.5	31.0	0.5	19.0	5.0	0.7	3.0	0.6	1.0	8.0
ENSG00000182888	AC007685.1								0.4								
ENSG00000182890	GLUD2	18.0	16.0	33.0	20.0	13.0	2.0	8.0	7.0	29.0	11.0	5.0	23.0	8.0	3.0	27.0	21.0
ENSG00000182896	TMEM95		0.8	0.1	0.1	0.1						0.1				5.0	
ENSG00000182899	RPL35A	343.0	571.0	186.0	343.0	522.0	134.0	186.0	951.0	132.0	608.0	668.0	1056.0	866.0	196.0	461.0	396.0
ENSG00000182901	RGS7			78.0	0.1	0.6		3.0	0.2			0.2	0.4			12.0	
ENSG00000182902	SLC25A18	4.0	1.0	62.0	3.0	1.0	2.0	3.0	0.2	41.0	0.3	0.6	1.0	1.0	0.8	2.0	1.0
ENSG00000182903	ZNF721	5.0	20.0	21.0	8.0	5.0	3.0	8.0	16.0	3.0	6.0	25.0	17.0	12.0	4.0	13.0	17.0
ENSG00000182912	TSPEAR-AS2		1.0	0.1	0.3	0.2	0.4			0.3	0.1	0.6	0.7	0.7		0.4	0.2
ENSG00000182916	TCEAL7	7.0	16.0	314.0	10.0	32.0	4.0	4.0		0.3	17.0	11.0	50.0	41.0	2.0	19.0	48.0
ENSG00000182919	C11orf54	14.0	11.0	9.0	17.0	13.0	10.0	104.0	16.0	31.0	16.0	16.0	31.0	29.0	12.0	18.0	20.0
ENSG00000182921	CCDC75P1	1.0	0.3	0.3	0.4	0.4			0.1	0.1			0.2			0.5	
ENSG00000182923	CEP63	10.0	12.0	13.0	13.0	10.0	7.0	8.0	16.0	3.0	7.0	10.0	18.0	15.0	12.0	28.0	16.0
ENSG00000182931	WFDC10B	0.3	1.0		0.4	0.3					0.7		0.1	4.0		5.0	
ENSG00000182934	SRPRA	94.0	121.0	42.0	61.0	53.0	32.0	79.0	161.0	126.0	139.0	109.0	118.0	107.0	81.0	88.0	134.0
ENSG00000182944	EWSR1	41.0	109.0	55.0	39.0	17.0	19.0	31.0	51.0	19.0	34.0	48.0	61.0	49.0	25.0	62.0	78.0
ENSG00000182950	ODF3L1	0.5	1.0	0.2	3.0	0.5	0.1	0.2			0.9	0.2	1.0	0.7	0.4	24.0	0.7
ENSG00000182952	HMGN4	80.0	147.0	52.0	75.0	118.0	32.0	84.0	253.0	13.0	116.0	135.0	221.0	177.0	25.0	104.0	175.0
ENSG00000182957	SPATA13	4.0	15.0	25.0	7.0	7.0	2.0	16.0	59.0	7.0	30.0	22.0	21.0	10.0	0.5	6.0	14.0
ENSG00000182963	GJC1	18.0	13.0	4.0	12.0	23.0	11.0	3.0	0.1	0.6	13.0	9.0	7.0	30.0	2.0	18.0	6.0
ENSG00000182965	NPM1P14							0.1					0.1	0.1		0.2	
ENSG00000182968	SOX1			5.0		0.1										6.0	
ENSG00000182973	CNOT10	9.0	16.0	8.0	11.0	9.0	5.0	12.0	25.0	7.0	7.0	12.0	28.0	17.0	9.0	57.0	18.0
ENSG00000182974	AC135068.1															0.1	
ENSG00000182979	MTA1	17.0	17.0	12.0	13.0	14.0	7.0	6.0	9.0	3.0	10.0	13.0	29.0	21.0	13.0	28.0	18.0
ENSG00000182983	ZNF662	3.0	7.0	4.0	6.0	1.0	1.0	4.0	0.7	1.0	1.0	2.0	20.0	10.0	0.8	9.0	8.0
ENSG00000182985	CADM1	3.0	6.0	36.0	8.0	9.0	6.0	15.0	2.0	7.0	38.0	5.0	13.0	13.0	2.0	24.0	65.0
ENSG00000182986	ZNF320	4.0	13.0	4.0	7.0	4.0	3.0	11.0	4.0	0.6	2.0	5.0	17.0	20.0	2.0	7.0	10.0
ENSG00000182993	C12orf60	0.6	3.0	2.0	0.8	0.8	2.0	2.0	0.9	0.9	0.7	4.0	1.0	1.0	0.2	18.0	2.0
ENSG00000183010	PYCR1	0.9	8.0	3.0	3.0	7.0	0.4	4.0	0.2	4.0	6.0	11.0	29.0	7.0	7.0	10.0	6.0
ENSG00000183011	NAA38	13.0	25.0	19.0	17.0	13.0	8.0	17.0	17.0	8.0	17.0	14.0	14.0	20.0	8.0	42.0	22.0
ENSG00000183018	SPNS2	9.0	46.0	17.0	7.0	5.0	4.0	29.0	0.5	3.0	63.0	23.0	6.0	6.0	0.3	5.0	4.0
ENSG00000183019	MCEMP1	7.0	1.0	0.2	0.1	0.5	0.6	0.8	51.0	0.7	49.0	9.0	0.5	1.0	0.2	1.0	0.2
ENSG00000183020	AP2A2	18.0	19.0	26.0	18.0	12.0	6.0	21.0	14.0	10.0	17.0	24.0	27.0	24.0	9.0	26.0	13.0
ENSG00000183022	TPM3P8	0.4	2.0	0.2	0.8			0.4	0.4				0.2		0.9		0.3
ENSG00000183023	SLC8A1	2.0	12.0	22.0	2.0	7.0	50.0	10.0	12.0	0.5	4.0	3.0	4.0	15.0	0.3	6.0	0.8
ENSG00000183024	OR1G1			0.4												0.1	
ENSG00000183032	SLC25A21	0.5	1.0	0.7	0.3	0.6	0.4	0.4	0.2	0.2	0.9	0.6	1.0	0.9		3.0	1.0
ENSG00000183034	OTOP2				0.1	0.2										3.0	
ENSG00000183035	CYLC1	0.2														49.0	
ENSG00000183036	PCP4	0.9	0.7	153.0	0.9	61.0	3.0	36.0			0.3	2.0	5.0	836.0	0.4	56.0	443.0
ENSG00000183044	ABAT	2.0	4.0	94.0	2.0	3.0	3.0	16.0	11.0	130.0	3.0	5.0	8.0	8.0	0.4	10.0	34.0
ENSG00000183048	SLC25A10	4.0	2.0	1.0	17.0	2.0	0.8	7.0	0.8	17.0	1.0	1.0	2.0	4.0	0.8	11.0	4.0
ENSG00000183049	CAMK1D	6.0	21.0	66.0	8.0	6.0	2.0	2.0	42.0	11.0	7.0	15.0	14.0	13.0	0.8	15.0	13.0
ENSG00000183054	RGPD6		0.1														
ENSG00000183055	FAM133CP	0.2	0.1	3.0	0.6	0.5	0.3	3.0		0.1		1.0	2.0	2.0		2.0	0.6
ENSG00000183060	LYSMD4	3.0	4.0	4.0	4.0	2.0	2.0	3.0	2.0	2.0	4.0	3.0	6.0	6.0	3.0	6.0	4.0
ENSG00000183066	WBP2NL	0.3	2.0	1.0	0.2	0.3	0.1	0.4	0.2	0.1	0.4	0.5	2.0	1.0	0.3	8.0	2.0
ENSG00000183067	IGSF5		0.4	1.0	0.3	0.3	2.0	0.5			0.3		0.4	0.3		0.4	0.4
ENSG00000183072	NKX2-5		0.1	0.3			35.0									0.4	3.0
ENSG00000183077	AFMID	5.0	14.0	13.0	7.0	4.0	4.0	31.0	3.0	53.0	17.0	10.0	13.0	13.0	2.0	6.0	8.0
ENSG00000183087	GAS6	45.0	58.0	13.0	32.0	32.0	37.0	31.0	2.0	8.0	67.0	52.0	85.0	104.0	32.0	50.0	59.0
ENSG00000183090	FREM3			0.3							0.2			0.1		0.1	
ENSG00000183091	NEB	0.3	0.8	0.4	17.0	0.2	2.0	0.4	0.1	0.1	0.4	2.0	0.3	0.3	952.0	29.0	180.0
ENSG00000183092	BEGAIN	0.1	1.0	5.0	0.3	0.1	0.2	0.2	0.4	0.1	0.3	0.6	3.0	0.6	0.1	1.0	0.4
ENSG00000183098	GPC6	4.0	10.0	4.0	16.0	21.0	2.0	13.0		15.0	15.0	13.0	27.0	29.0	2.0	17.0	5.0
ENSG00000183111	ARHGEF37	5.0	8.0	29.0	13.0	19.0	9.0	9.0	0.1	2.0	7.0	7.0	7.0	45.0	11.0	11.0	5.0
ENSG00000183114	FAM43B	0.1	2.0	6.0	0.7	0.4	0.9	2.0		0.1	0.7	1.0	2.0	1.0	0.1	1.0	2.0
ENSG00000183117	CSMD1	0.2	0.1	5.0	0.3			0.2	0.3		0.4	0.1	1.0			3.0	0.1
ENSG00000183122	OR2A3P		0.4														0.4
ENSG00000183128	CALHM3			0.2					0.1				0.4			0.3	
ENSG00000183134	PTGDR2	0.4	0.9	2.0	1.0	4.0	3.0	0.1	8.0	0.1	0.5		0.3	0.6	0.8	0.5	0.7
ENSG00000183137	CEP57L1	3.0	4.0	5.0	4.0	3.0	2.0	4.0	3.0	2.0	3.0	3.0	4.0	5.0	2.0	10.0	5.0
ENSG00000183145	RIPPLY3	0.2	0.5	0.6	0.6	0.1	0.2	1.0		0.3	0.7	0.6	0.4	0.9	0.8	1.0	1.0
ENSG00000183146	PRORY	0.2	0.3	0.6	0.1	0.1		0.3					0.6	0.1		0.9	0.1
ENSG00000183148	ANKRD20A2	0.1	0.1	0.2							0.3					0.3	
ENSG00000183150	GPR19		2.0	5.0	0.3	0.3			1.0		0.1	2.0	0.2	0.4	0.2	2.0	0.2
ENSG00000183153	GJD3	0.2	0.2		0.1		0.1	0.2	0.1	0.5	0.1			0.7		0.1	0.1
ENSG00000183154	AC138356.1	3.0	0.9	1.0	3.0	0.1	1.0	0.7	0.6	0.7	0.4	1.0	0.3	1.0	0.4	1.0	1.0
ENSG00000183155	RABIF	6.0	13.0	13.0	8.0	5.0	5.0	14.0	42.0	7.0	6.0	25.0	12.0	9.0	10.0	35.0	7.0
ENSG00000183160	TMEM119	38.0	45.0	7.0	20.0	7.0	0.5	9.0	0.4	0.4	23.0	19.0	6.0	16.0	0.9	31.0	20.0
ENSG00000183161	FANCF	3.0	14.0	6.0	6.0	3.0	2.0	10.0	27.0	4.0	5.0	12.0	22.0	8.0	2.0	12.0	12.0
ENSG00000183166	CALN1	0.1	0.3	17.0	0.3	0.1		0.1		0.3	0.1	0.1	0.2	0.1		2.0	0.1
ENSG00000183169	POM121L1P		0.7									0.2	0.2			0.8	0.1
ENSG00000183171	BX322650.1	0.1	0.6	0.2	0.2			0.4		0.2	0.7	0.2	2.0	0.4		0.2	
ENSG00000183172	SMDT1	33.0	56.0	56.0	37.0	37.0	35.0	64.0	73.0	42.0	53.0	79.0	88.0	122.0	34.0	52.0	104.0
ENSG00000183185	GABRR3		0.3						0.5		0.1	0.2		0.1		0.1	
ENSG00000183186	C2CD4C	1.0	1.0	5.0	2.0	0.5	0.6	0.3		0.5	0.3	1.0	0.7	0.3		1.0	3.0
ENSG00000183196	CHST6	0.3	2.0	15.0	0.5	1.0	0.4	0.6	0.2	0.1	5.0	0.4	3.0	0.6	0.1	1.0	0.8
ENSG00000183199	HSP90AB3P	0.6	2.0	0.6	1.0	0.9	0.1	0.5	0.6	0.1	0.7	0.3	4.0	2.0	0.6	1.0	3.0
ENSG00000183206	POTEC	0.2	0.1	0.3	0.2	0.1	0.2					0.2	0.5	0.3		13.0	0.3
ENSG00000183207	RUVBL2	30.0	45.0	35.0	23.0	19.0	8.0	23.0	17.0	16.0	27.0	19.0	46.0	29.0	33.0	165.0	59.0
ENSG00000183208	GDPGP1	0.9	4.0	2.0	3.0	0.7	1.0	3.0	3.0	2.0	0.6	3.0	4.0	3.0	0.8	4.0	3.0
ENSG00000183230	CTNNA3	0.4	0.3	17.0	2.0	7.0	42.0	0.1		0.3	0.5	0.5	3.0	2.0	8.0	3.0	2.0
ENSG00000183239	AL109615.1					0.1							0.2		0.1	0.1	
ENSG00000183242	WT1-AS	0.1	0.4	0.1	0.2	0.8	0.5	2.0		0.1	0.8	1.0	25.0	1.0		3.0	0.1
ENSG00000183246	RIMBP3C		0.1						0.1							4.0	
ENSG00000183248	PRR36	0.1	0.1	20.0	0.9	0.2		0.5	0.1		1.0	0.2	1.0	1.0		1.0	0.7
ENSG00000183250	LINC01547	0.3	2.0	2.0	1.0	0.3	0.2	0.9	3.0	0.6	0.2	0.8	0.7	0.9		0.5	3.0
ENSG00000183251	OR51B4	0.1	0.1		0.1								0.4			0.2	0.3
ENSG00000183255	PTTG1IP	208.0	230.0	136.0	114.0	181.0	88.0	251.0	192.0	84.0	281.0	209.0	281.0	246.0	35.0	189.0	246.0
ENSG00000183258	DDX41	19.0	41.0	28.0	17.0	14.0	5.0	17.0	33.0	10.0	14.0	26.0	38.0	24.0	11.0	33.0	37.0
ENSG00000183273	CCDC60	0.1	0.5	0.9	0.1	0.9	0.1	0.4			6.0		6.0	7.0	0.1	13.0	0.4
ENSG00000183281	PLGLB1	0.4	5.0	1.0	1.0	0.9	0.5	1.0	0.4	36.0	1.0	4.0	3.0	3.0	0.5	1.0	1.0
ENSG00000183283	DAZAP2	116.0	204.0	138.0	87.0	73.0	62.0	152.0	570.0	57.0	212.0	128.0	122.0	164.0	50.0	96.0	214.0
ENSG00000183287	CCBE1	9.0	4.0	3.0	3.0	20.0	2.0	4.0	0.3	2.0	23.0	4.0	32.0	5.0	0.7	4.0	2.0
ENSG00000183291	SELENOF	136.0	310.0	162.0	197.0	172.0	46.0	230.0	346.0	144.0	284.0	295.0	333.0	250.0	43.0	261.0	479.0
ENSG00000183292	TISP43	0.2	0.5	0.1	0.3	0.1		0.2	0.4	0.1	0.1	0.3	0.2	0.2		2.0	0.1
ENSG00000183298	RPSAP19	0.5	1.0	1.0	0.5	0.4	0.1	0.1	0.8	0.3	0.1	0.3	0.6	1.0	0.1	0.1	2.0
ENSG00000183303	OR5P2	0.1			0.3									0.2			
ENSG00000183304	FAM9A			0.1	0.1					0.1			0.3			14.0	
ENSG00000183307	TMEM121B	0.6	0.5	8.0	0.3		0.6	0.2	9.0	0.1	0.3	0.2	0.5	0.3	0.4	2.0	0.2
ENSG00000183308	AC005037.1	0.2	0.2	0.2			0.4	0.1		0.1	0.3		0.2				0.1
ENSG00000183309	ZNF623	7.0	17.0	17.0	11.0	8.0	4.0	7.0	20.0	3.0	6.0	14.0	36.0	19.0	5.0	18.0	17.0
ENSG00000183310	OR2T34								0.8								
ENSG00000183313	OR52L1															0.2	
ENSG00000183317	EPHA10	0.1	0.3	3.0	0.3	1.0		0.2	0.1		0.4	0.2	0.1	0.5		11.0	0.3
ENSG00000183318	SPDYE4	0.1		0.2							0.1		0.1			11.0	
ENSG00000183323	CCDC125	4.0	7.0	6.0	10.0	3.0	2.0	5.0	9.0	6.0	5.0	4.0	14.0	7.0	1.0	4.0	7.0
ENSG00000183324	REC114		0.2			0.1	2.0		0.2				0.5			75.0	
ENSG00000183337	BCOR	9.0	9.0	7.0	5.0	9.0	4.0	11.0	30.0	3.0	23.0	13.0	41.0	20.0	13.0	16.0	21.0
ENSG00000183340	JRKL	8.0	11.0	9.0	14.0	10.0	3.0	12.0	14.0	2.0	8.0	16.0	40.0	16.0	4.0	18.0	18.0
ENSG00000183346	CABCOCO1	2.0		22.0	0.4	0.5	0.2	1.0			20.0		20.0	11.0	0.5	22.0	1.0
ENSG00000183347	GBP6	0.1	0.6	0.6	0.1	0.2	0.1	0.2	0.8		3.0	0.4	1.0	0.5		0.6	0.6
ENSG00000183354	KIAA2026	14.0	17.0	24.0	10.0	11.0	11.0	10.0	33.0	3.0	12.0	17.0	33.0	25.0	6.0	34.0	20.0
ENSG00000183378	OVCH2	0.1		0.2	1.0		0.1	3.0			1.0		0.3	2.0	0.1	17.0	0.1
ENSG00000183379	SYNDIG1L	0.1	0.2	5.0	0.3	0.6		0.1	0.1	0.1	0.8	0.2	0.1	0.4	0.1	1.0	0.2
ENSG00000183386	FHL3	14.0	42.0	7.0	71.0	24.0	6.0	7.0	52.0	2.0	33.0	18.0	61.0	76.0	1253.0	30.0	103.0
ENSG00000183395	PMCH	0.1	1.0									1.0					
ENSG00000183396	TMEM89		0.2		0.1		0.1	0.3					0.5			3.0	0.2
ENSG00000183397	C19orf71	2.0	7.0	3.0	3.0	1.0	1.0	6.0	4.0	2.0	2.0	7.0	10.0	2.0	2.0	12.0	8.0
ENSG00000183401	CCDC159	3.0	12.0	4.0	4.0	2.0	1.0	3.0	8.0	3.0	6.0	4.0	11.0	7.0	0.1	9.0	9.0
ENSG00000183421	RIPK4	0.2	0.2	0.1	4.0	2.0		14.0	0.3	9.0	11.0	0.4	4.0	8.0		6.0	22.0
ENSG00000183423	LRIT3		0.3	1.0	0.1			0.4			0.2		0.4	0.3	0.1	0.1	0.4
ENSG00000183426	NPIPA1	4.0	16.0	6.0	8.0	3.0	1.0	4.0	0.8	0.9	4.0	8.0	12.0	8.0	1.0	7.0	6.0
ENSG00000183431	SF3A3	36.0	59.0	34.0	35.0	32.0	10.0	32.0	65.0	14.0	25.0	34.0	93.0	51.0	15.0	67.0	63.0
ENSG00000183432	ZBTB8OSP1		0.3						0.4							0.2	
ENSG00000183434	TFDP3															15.0	
ENSG00000183439	TRIM61	0.3	2.0	2.0	3.0	0.2	1.0	0.9	3.0	0.5		2.0	4.0	1.0		9.0	5.0
ENSG00000183444	OR7E38P	2.0	6.0	3.0	4.0	0.8	1.0	3.0	3.0	4.0	5.0	4.0	3.0	3.0	0.3	2.0	5.0
ENSG00000183454	GRIN2A	0.1	3.0	50.0	0.3	0.3	2.0	0.3			0.3	0.4	1.0	0.5		2.0	0.5
ENSG00000183458	AC138932.1	0.2	0.4	0.2	0.4	0.1	0.2	0.2	0.2	0.1	0.2	0.6	0.8	0.7	0.2	0.3	0.6
ENSG00000183463	URAD	0.1			18.0	7.0										0.2	
ENSG00000183470	FLJ40288															1.0	
ENSG00000183474	GTF2H2C	1.0	4.0	3.0	3.0	0.9	0.6	2.0	2.0	0.7	1.0	2.0	8.0	2.0	0.4	4.0	3.0
ENSG00000183475	ASB7	6.0	14.0	9.0	10.0	7.0	4.0	12.0	29.0	6.0	8.0	12.0	16.0	15.0	3.0	18.0	13.0
ENSG00000183476	SH2D7		0.4	0.4		0.9	0.1	0.1				0.6	0.3	0.2		3.0	0.2
ENSG00000183479	TREX2	0.1	2.0	0.2	0.1	0.1		0.2	0.4		0.1	0.4	0.5	0.2	0.1	0.4	0.5
ENSG00000183484	GPR132	2.0	11.0	0.9	1.0	0.5	0.7	1.0	31.0	0.4	3.0	8.0	1.0	2.0	0.1	0.7	1.0
ENSG00000183486	MX2	7.0	11.0	1.0	3.0	2.0	2.0	0.9	48.0	0.4	4.0	7.0	4.0	3.0	0.5	3.0	3.0
ENSG00000183495	EP400	9.0	11.0	8.0	7.0	4.0	3.0	5.0	15.0	2.0	5.0	10.0	21.0	10.0	8.0	16.0	11.0
ENSG00000183496	MEX3B	2.0	2.0	2.0	3.0	3.0	1.0	0.8	0.8	0.2	1.0	3.0	5.0	4.0	0.7	45.0	1.0
ENSG00000183506	PI4KAP2	1.0	3.0	2.0	1.0	0.5	0.5	0.9	0.3	0.6	2.0	3.0	2.0	2.0	0.4	1.0	2.0
ENSG00000183508	FAM46C	4.0	31.0	1.0	10.0	14.0	5.0	16.0	36.0	9.0	43.0	131.0	46.0	10.0	31.0	56.0	47.0
ENSG00000183513	COA5	15.0	35.0	51.0	30.0	26.0	13.0	37.0	29.0	13.0	20.0	32.0	43.0	47.0	13.0	47.0	53.0
ENSG00000183514	TDGF1P2															0.2	
ENSG00000183520	UTP11	21.0	43.0	24.0	26.0	28.0	19.0	19.0	26.0	14.0	22.0	25.0	46.0	63.0	89.0	45.0	78.0
ENSG00000183527	PSMG1	12.0	35.0	20.0	18.0	14.0	7.0	19.0	13.0	22.0	11.0	13.0	34.0	20.0	22.0	156.0	42.0
ENSG00000183530	PRR14L	11.0	14.0	11.0	12.0	5.0	3.0	9.0	28.0	4.0	7.0	20.0	24.0	12.0	4.0	16.0	13.0
